+----------------------------------+------------------------+------------------------+------------------------+-----------------------+------------------------+------------------------+-----------------------+------------------------+-----------------------+-----------------------+-----------------------+------------------------+----------------------+----------------------+------------------------+----------------------+------------------------+----------------------+----------------------+-----------------------+----------------------+-----------------------+-----------------------+------------------------+----------------------+-----------------------+-----------------------+------------------------+-----------------------+----------------------+-----------------------+------------------------+----------------------+------------------------+------------------------+-----------------------+------------------------+------------------------+-----------------------+------------------------+------------------------+------------------------+-----------------------+-----------------------+----------------------+----------------------+----------------------+-----------------------+-----------------------+-----------------------+
|              Metric              |           P1           |           P2           |           P3           |           P4          |           P5           |           P6           |           P7          |           P8           |           P9          |          P10          |          P11          |          P12           |         P13          |         P14          |          P15           |         P16          |          P17           |         P18          |         P19          |          P20          |         P21          |          P22          |          P23          |          P24           |         P25          |          P26          |          P27          |          P28           |          P29          |         P30          |          P31          |          P32           |         P33          |          P34           |          P35           |          P36          |          P37           |          P38           |          P39          |          P40           |          P41           |          P42           |          P43          |          P44          |         P45          |         P46          |         P47          |          P48          |          P49          |          P50          |
|         Imbalance Ratio          |   0.7499999999999999   |   0.7241379310344828   |   0.7499999999999999   |   0.6785714285714287  |   0.787878787878788    |   0.6857142857142858   |   0.7250000000000001  |   0.7499999999999999   |   0.7499999999999999  |   0.5714285714285714  |   0.7567567567567569  |   0.5217391304347826   |  0.7419354838709676  |  0.7419354838709676  |   0.7500000000000001   |  0.7741935483870969  |   0.7500000000000001   |  0.7777777777777779  |  0.7741935483870969  |   0.7948717948717949  |  0.7666666666666666  |   0.7837837837837837  |   0.7741935483870969  |   0.7500000000000001   |  0.7741935483870969  |   0.7741935483870969  |   0.7333333333333332  |   0.7500000000000001   |   0.7241379310344828  |  0.7586206896551726  |   0.7777777777777778  |   0.7500000000000001   |         0.76         |   0.7499999999999999   |   0.6129032258064515   |   0.7857142857142857  |   0.6666666666666666   |   0.7857142857142857   |   0.7857142857142857  |   0.7931034482758622   |   0.7857142857142857   |   0.7499999999999999   |   0.8181818181818181  |   0.7878787878787878  |  0.8148148148148149  |  0.8064516129032259  |         0.75         |   0.7878787878787878  |   0.7857142857142857  |   0.8536585365853658  |
|  Fisher's Exact Test (p-value)   |  0.19535767692319017   |   0.5157492634372458   |   0.7451396253092966   |  0.07317073170731714  |   0.3977290476094393   |   0.970892212713836    |   0.8238116466876733  |  0.19535767692319017   |  0.19535767692319017  |   0.9520419739081112  |   0.7927939036721005  |   0.6204171608312278   | 0.21553048051851964  | 0.21553048051851964  |   0.6579043536551736   | 0.30681397814989264  |   0.6579043536551736   | 0.031601977149339544 | 0.30681397814989264  |   0.9208544544311148  |  0.2662435347581713  |   0.8619694690374609  |  0.30681397814989264  |   0.6579043536551736   | 0.30681397814989264  |  0.30681397814989264  |   0.5635269561630261  |   0.6579043536551736   |   0.5157492634372458  | 0.22908310708256452  |   0.826832673931246   |   0.6579043536551736   | 0.018907165815844174 |  0.19535767692319017   |  0.04012864403347127   |  0.30215487242787553  |   0.7674418604651163   |  0.30215487242787553   |  0.30215487242787553  |   0.3405643901093851   |  0.30215487242787553   |   0.7451396253092966   |   0.5141812462338247  |   0.8125900052088121  | 0.05889459377831474  |  0.4238441033183197  | 0.17312661498708004  |   0.8125900052088121  |  0.30215487242787553  |   0.8800616303144109  |
|         Hyper Confidence         |   0.8046423230768098   |   0.4842507365627542   |  0.25486037469070344   |   0.9268292682926829  |   0.6022709523905607   |  0.029107787286164033  |  0.17618835331232674  |   0.8046423230768098   |   0.8046423230768098  |  0.04795802609188882  |  0.20720609632789955  |   0.3795828391687722   |  0.7844695194814804  |  0.7844695194814804  |  0.34209564634482637   |  0.6931860218501074  |  0.34209564634482637   |  0.9683980228506605  |  0.6931860218501074  |   0.0791455455688852  |  0.7337564652418287  |  0.13803053096253914  |   0.6931860218501074  |  0.34209564634482637   |  0.6931860218501074  |   0.6931860218501074  |  0.43647304383697394  |  0.34209564634482637   |   0.4842507365627542  |  0.7709168929174355  |  0.17316732606875396  |  0.34209564634482637   |  0.9810928341841558  |   0.8046423230768098   |   0.9598713559665287   |   0.6978451275721245  |   0.2325581395348837   |   0.6978451275721245   |   0.6978451275721245  |   0.6594356098906149   |   0.6978451275721245   |  0.25486037469070344   |  0.48581875376617534  |  0.18740999479118792  |  0.9411054062216853  |  0.5761558966816803  |   0.82687338501292   |  0.18740999479118792  |   0.6978451275721245  |  0.11993836968558913  |
|            Hyper Lift            |          1.0           |          0.8           |   0.7142857142857143   |          1.0          |   0.8333333333333334   |          0.5           |   0.7777777777777778  |          1.0           |          1.0          |          0.4          |   0.7142857142857143  |          0.6           |         1.0          |         1.0          |   0.6666666666666666   |  0.8333333333333334  |   0.6666666666666666   |         1.2          |  0.8333333333333334  |   0.6666666666666666  |  0.8333333333333334  |   0.6666666666666666  |   0.8333333333333334  |   0.6666666666666666   |  0.8333333333333334  |   0.8333333333333334  |          0.8          |   0.6666666666666666   |          0.8          |         1.0          |   0.6666666666666666  |   0.6666666666666666   |         1.2          |          1.0           |   1.1111111111111112   |          0.8          |          0.5           |          0.8           |          0.8          |          0.8           |          0.8           |   0.7142857142857143   |          0.8          |          0.6          |         1.0          |         0.8          |         1.0          |          0.6          |          0.8          |          0.8          |
|   Laplace Corrected Confidence   |          0.75          |         0.625          |   0.6666666666666666   |          0.8          |          0.75          |   0.4444444444444444   |   0.7272727272727273  |          0.75          |          0.75         |   0.3333333333333333  |   0.6666666666666666  |   0.4444444444444444   |  0.7777777777777778  |  0.7777777777777778  |         0.625          |         0.75         |         0.625          |        0.875         |         0.75         |         0.625         |         0.75         |         0.625         |          0.75         |         0.625          |         0.75         |          0.75         |         0.625         |         0.625          |         0.625         |         0.75         |         0.625         |         0.625          |        0.875         |          0.75          |   0.8461538461538461   |   0.7142857142857143  |  0.42857142857142855   |   0.7142857142857143   |   0.7142857142857143  |   0.7142857142857143   |   0.7142857142857143   |   0.6666666666666666   |   0.7142857142857143  |   0.5714285714285714  |  0.8571428571428571  |  0.7142857142857143  |  0.7142857142857143  |   0.5714285714285714  |   0.7142857142857143  |   0.7142857142857143  |
|            Importance            |  0.47712125471966244   |  0.22184874961635637   |  0.30102999566398114   |   0.6020599913279623  |  0.47712125471966244   |  -0.09691001300805645  |  0.42596873227228116  |  0.47712125471966244   |  0.47712125471966244  |  -0.30102999566398114 |  0.30102999566398114  |  -0.09691001300805645  |  0.5440680443502756  |  0.5440680443502756  |  0.22184874961635637   | 0.47712125471966244  |  0.22184874961635637   |  0.8450980400142567  | 0.47712125471966244  |  0.22184874961635637  | 0.47712125471966244  |  0.22184874961635637  |  0.47712125471966244  |  0.22184874961635637   | 0.47712125471966244  |  0.47712125471966244  |  0.22184874961635637  |  0.22184874961635637   |  0.22184874961635637  | 0.47712125471966244  |  0.22184874961635637  |  0.22184874961635637   |  0.8450980400142567  |  0.47712125471966244   |   0.7403626894942438   |   0.3979400086720376  |  -0.12493873660829993  |   0.3979400086720376   |   0.3979400086720376  |   0.3979400086720376   |   0.3979400086720376   |  0.30102999566398114   |   0.3979400086720376  |   0.1249387366082999  |  0.7781512503836435  |  0.3979400086720376  |  0.3979400086720376  |   0.1249387366082999  |   0.3979400086720376  |   0.3979400086720376  |
|       Jaccard Coefficient        |  0.17857142857142855   |   0.1379310344827586   |   0.1388888888888889   |          0.25         |  0.15151515151515152   |   0.0857142857142857   |         0.175         |  0.17857142857142855   |  0.17857142857142855  |  0.07142857142857142  |  0.13513513513513511  |  0.13043478260869562   |  0.1935483870967742  |  0.1935483870967742  |         0.125          | 0.16129032258064516  |         0.125          | 0.22222222222222218  | 0.16129032258064516  |  0.10256410256410256  | 0.16666666666666666  |   0.1081081081081081  |  0.16129032258064516  |         0.125          | 0.16129032258064516  |  0.16129032258064516  |  0.13333333333333333  |         0.125          |   0.1379310344827586  | 0.17241379310344826  |  0.11111111111111112  |         0.125          | 0.24000000000000002  |  0.17857142857142855   |   0.3225806451612903   |  0.14285714285714285  |  0.08333333333333333   |  0.14285714285714285   |  0.14285714285714285  |   0.1379310344827586   |  0.14285714285714285   |   0.1388888888888889   |   0.1212121212121212  |   0.0909090909090909  | 0.18518518518518517  |  0.1290322580645161  | 0.16666666666666663  |   0.0909090909090909  |  0.14285714285714285  |   0.0975609756097561  |
|            J-Measure             |  0.007976458428693715  |  0.00076037360621277   | 0.0001037277689728553  |  0.015102806251110906 |  0.002839382221519757  |  0.008364612030793792  | 0.0006460656805748833 |  0.007976458428693715  |  0.007976458428693715 |  0.006270297881654924 | 0.0003783252741619259 | 3.274807929611609e-05  | 0.007079968108677894 | 0.007079968108677894 | 2.6401309497719235e-05 | 0.004625288113335647 | 2.6401309497719235e-05 | 0.03018183489425044  | 0.004625288113335647 | 0.0029705984626253222 | 0.005653273882491791 | 0.0012800412328226474 |  0.004625288113335647 | 2.6401309497719235e-05 | 0.004625288113335647 |  0.004625288113335647 |  0.000407876279389248 | 2.6401309497719235e-05 |  0.00076037360621277  | 0.006770148862027708 | 0.0007317670470244407 | 2.6401309497719235e-05 | 0.03454145517515692  |  0.007976458428693715  |  0.018688784389223688  | 0.0048471835750184275 | 0.0003066147115385852  | 0.0048471835750184275  | 0.0048471835750184275 |   0.0039842276427705   | 0.0048471835750184275  | 0.0001037277689728553  | 0.0013141555017774824 | 0.0005672889695770775 | 0.025151529078542033 | 0.00249074131532721  | 0.009098693955470907 | 0.0005672889695770775 | 0.0048471835750184275 | 0.0008866931813941901 |
|              Kappa               |  0.11390284757118935   |  0.03685092127303187   |  -0.01134751773049652  |   0.1799660441426146  |  0.05571847507331372   |  -0.12024353120243525  |  -0.02706359945872799 |  0.11390284757118935   |  0.11390284757118935  |  -0.13043478260869557 |  -0.02080443828016635 |  0.01075268817204311   | 0.10296411856474263  | 0.10296411856474263  |  0.006172839506172899  |  0.0771604938271605  |  0.006172839506172899  | 0.19095477386934673  |  0.0771604938271605  |  -0.0495436766623207  | 0.08874801901743265  |  -0.0354706684856752  |   0.0771604938271605  |  0.006172839506172899  |  0.0771604938271605  |   0.0771604938271605  |  0.026058631921824067 |  0.006172839506172899  |  0.03685092127303187  | 0.10097719869706832  | -0.027932960893854733 |  0.006172839506172899  | 0.22380106571936043  |  0.11390284757118935   |  0.21207177814029352   |  0.08153078202995018  | -0.026369168356997864  |  0.08153078202995018   |  0.08153078202995018  |  0.07108239095315023   |  0.08153078202995018   |  -0.01134751773049652  |  0.03473227206946454  |   -0.025260029717682  |  0.1580698835274543  | 0.05190839694656493  |  0.1304347826086958  |   -0.025260029717682  |  0.08153078202995018  | -0.019161676646706628 |
|             Klosgen              |  0.08122802933136505   |  0.02350523938701256   |  -0.00819106178131414  |  0.11236424829644344  |  0.04539213403811579   |  -0.06265459558690169  | -0.018845156946992604 |  0.08122802933136505   |  0.08122802933136505  | -0.044681660155087455 |  -0.01535824083996403 |  0.003965480733348201  | 0.07402608357447918  | 0.07402608357447918  |  0.004273679888547729  |  0.0597264921554155  |  0.004273679888547729  | 0.14917377447584443  |  0.0597264921554155  |  -0.04059995894120358 | 0.06689367121406535  | -0.027778919275560355 |   0.0597264921554155  |  0.004273679888547729  |  0.0597264921554155  |   0.0597264921554155  |  0.01709471955419095  |  0.004273679888547729  |  0.02350523938701256  | 0.07406085027271521  | -0.021368399442738713 |  0.004273679888547729  | 0.16487627705224914  |  0.08122802933136505   |  0.11978816706644345   |  0.06282309436165182  | -0.011785597316269433  |  0.06282309436165182   |  0.06282309436165182  |  0.05641257452883021   |  0.06282309436165182   |  -0.00819106178131414  |  0.030770495197543768 | -0.018875688290737474 | 0.13617640211434728  | 0.04359153486318699  |  0.0884651736929383  | -0.018875688290737474 |  0.06282309436165182  | -0.020513663465029145 |
|            Kulczynski            |   0.5092592592592593   |   0.4074074074074074   |   0.430672268907563    |   0.5671296296296297  |   0.4947916666666667   |   0.2626728110599078   |  0.48099415204678364  |   0.5092592592592593   |   0.5092592592592593  |  0.18633540372670807  |   0.4285714285714285  |   0.2932330827067669   |  0.5285714285714286  |  0.5285714285714286  |  0.39999999999999997   |         0.5          |  0.39999999999999997   |  0.611111111111111   |         0.5          |  0.38738738738738737  |  0.5028735632183908  |   0.3904761904761905  |          0.5          |  0.39999999999999997   |         0.5          |          0.5          |  0.40476190476190477  |  0.39999999999999997   |   0.4074074074074074  |  0.5059523809523809  |  0.39215686274509803  |  0.39999999999999997   |         0.62         |   0.5092592592592593   |   0.6212121212121212   |   0.4740740740740741  |  0.24761904761904763   |   0.4740740740740741   |   0.4740740740740741  |   0.4714285714285714   |   0.4740740740740741   |   0.430672268907563    |         0.4625        |  0.34838709677419355  |  0.5925925925925926  |  0.4666666666666667  | 0.48695652173913045  |  0.34838709677419355  |   0.4740740740740741  |          0.45         |
|     Goodman-Kruskal's Lambda     |   0.5365853658536586   |   0.5476190476190477   |   0.7073170731707317   |   0.5128205128205129  |   0.6585365853658536   |   0.6511627906976745   |   0.7948717948717948  |   0.5365853658536586   |   0.5365853658536586  |   0.4772727272727273  |   0.7317073170731708  |  0.37209302325581406   |         0.6          |         0.6          |   0.6190476190476191   |  0.6097560975609756  |   0.6190476190476191   |        0.525         |  0.6097560975609756  |   0.7857142857142857  |  0.5853658536585366  |   0.7380952380952381  |   0.6097560975609756  |   0.6190476190476191   |  0.6097560975609756  |   0.6097560975609756  |   0.5714285714285715  |   0.6190476190476191   |   0.5476190476190477  |  0.5609756097560976  |   0.7142857142857143  |   0.6190476190476191   |        0.475         |   0.5365853658536586   |   0.5555555555555556   |   0.5476190476190477  |   0.4318181818181819   |   0.5476190476190477   |   0.5476190476190477  |   0.5714285714285715   |   0.5476190476190477   |   0.7073170731707317   |   0.6666666666666666  |   0.6511627906976745  |  0.5365853658536586  |  0.6190476190476191  | 0.45238095238095244  |   0.6511627906976745  |   0.5476190476190477  |   0.8571428571428571  |
|       Least Contradiction        |  0.14814814814814814   |  0.07407407407407407   |  0.08823529411764706   |  0.22222222222222224  |         0.125          |  -0.03225806451612903  |  0.13157894736842107  |  0.14814814814814814   |  0.14814814814814814  |  -0.13043478260869565 |   0.0857142857142857  |  -0.05263157894736842  | 0.16666666666666666  | 0.16666666666666666  |  0.06666666666666667   | 0.13333333333333333  |  0.06666666666666667   | 0.22222222222222218  | 0.13333333333333333  |  0.05405405405405405  | 0.13793103448275862  |  0.05714285714285714  |  0.13333333333333333  |  0.06666666666666667   | 0.13333333333333333  |  0.13333333333333333  |  0.07142857142857142  |  0.06666666666666667   |  0.07407407407407407  | 0.14285714285714285  |  0.058823529411764705 |  0.06666666666666667   | 0.24000000000000002  |  0.14814814814814814   |          0.3           |  0.11111111111111109  |  -0.04761904761904762  |  0.11111111111111109   |  0.11111111111111109  |  0.10714285714285714   |  0.11111111111111109   |  0.08823529411764706   |        0.09375        |  0.03225806451612903  | 0.18518518518518517  | 0.09999999999999999  | 0.13043478260869565  |  0.03225806451612903  |  0.11111111111111109  |         0.075         |
|        Lerman Similarity         |   0.7877211197711713   |   0.2548509505142024   |  -0.07645793998993539  |   1.0634083689242944  |   0.4043468521104056   |  -0.7907119612920465   |   -0.15945495774498   |   0.7877211197711713   |   0.7877211197711713  |  -0.8017837257372732  |  -0.1412958157276687  |  0.06392419505402477   |  0.6715144652340957  |  0.6715144652340957  |  0.04395869822638577   |  0.5494837278298225  |  0.04395869822638577   |  1.3205912890281402  |  0.5494837278298225  |  -0.3760349343306476  |  0.6259425676138543  |  -0.2645360014558558  |   0.5494837278298225  |  0.04395869822638577   |  0.5494837278298225  |   0.5494837278298225  |  0.18200630207731613  |  0.04395869822638577   |   0.2548509505142024  |  0.7052744205495998  |  -0.2064600347538336  |  0.04395869822638577   |  1.516861748880692   |   0.7877211197711713   |   1.0551336327082936   |   0.6217993732286193  |  -0.18705520049741006  |   0.6217993732286193   |   0.6217993732286193  |   0.5482892649071494   |   0.6217993732286193   |  -0.07645793998993539  |  0.27975144247209416  |  -0.20132798942717375 |  1.2055293970758947  | 0.40931190049161537  |  0.9486832980505138  |  -0.20132798942717375 |   0.6217993732286193  |  -0.1668115312456597  |
|        Piatetsky-Shapiro         |  0.03213610586011341   |  0.010396975425330801  | -0.0037807183364839403 |  0.050094517958412105 |  0.01795841209829868   |  -0.03733459357277884  | -0.009451795841209837 |  0.03213610586011341   |  0.03213610586011341  |  -0.03260869565217392 | -0.007088846880907385 | 0.0023629489603024523  | 0.03119092627599243  | 0.03119092627599243  | 0.0018903591682419701  | 0.023629489603024578 | 0.0018903591682419701  | 0.05387523629489602  | 0.023629489603024578 |  -0.01795841209829868 | 0.026465028355387527 | -0.012287334593572785 |  0.023629489603024578 | 0.0018903591682419701  | 0.023629489603024578 |  0.023629489603024578 |  0.007561436672967853 | 0.0018903591682419701  |  0.010396975425330801 | 0.02930056710775046  | -0.009451795841209823 | 0.0018903591682419701  | 0.05954631379962193  |  0.03213610586011341   |  0.06143667296786387   |  0.023156899810964082 | -0.006143667296786386  |  0.023156899810964082  |  0.023156899810964082 |  0.020793950850661616  |  0.023156899810964082  | -0.0037807183364839403 |  0.011342155009451793 | -0.008034026465028349 | 0.04489603024574669  | 0.01606805293005671  | 0.03260869565217391  | -0.008034026465028349 |  0.023156899810964082 | -0.007561436672967867 |
|          Max Confidence          |   0.8333333333333334   |   0.6666666666666666   |   0.7142857142857142   |   0.8750000000000001  |   0.8333333333333334   |  0.42857142857142855   |   0.7777777777777778  |   0.8333333333333334   |   0.8333333333333334  |   0.2857142857142857  |   0.7142857142857142  |  0.42857142857142855   |  0.8571428571428571  |  0.8571428571428571  |   0.6666666666666666   |  0.8333333333333334  |   0.6666666666666666   |         1.0          |  0.8333333333333334  |   0.6666666666666666  |  0.8333333333333334  |   0.6666666666666666  |   0.8333333333333334  |   0.6666666666666666   |  0.8333333333333334  |   0.8333333333333334  |   0.6666666666666666  |   0.6666666666666666   |   0.6666666666666666  |  0.8333333333333334  |   0.6666666666666666  |   0.6666666666666666   |         1.0          |   0.8333333333333334   |   0.9090909090909091   |          0.8          |          0.4           |          0.8           |          0.8          |          0.8           |          0.8           |   0.7142857142857142   |          0.8          |          0.6          |         1.0          |         0.8          |         0.8          |          0.6          |          0.8          |          0.8          |
|            Odds Ratio            |   4.090909090909091    |   1.478260869565217    |   0.8620689655172413   |   6.300000000000001   |   2.407407407407407    |  0.29464285714285715   |   0.6774193548387097  |   4.090909090909091    |   4.090909090909091   |  0.34285714285714286  |   0.7500000000000001  |        1.078125        |         3.75         |         3.75         |   1.0769230769230769   |  3.0000000000000004  |   1.0769230769230769   |         inf          |  3.0000000000000004  |   0.4242424242424243  |  3.3333333333333335  |   0.5806451612903226  |   3.0000000000000004  |   1.0769230769230769   |  3.0000000000000004  |   3.0000000000000004  |   1.3333333333333333  |   1.0769230769230769   |   1.478260869565217   |  3.695652173913043   |   0.6666666666666666  |   1.0769230769230769   |         inf          |   4.090909090909091    |          7.5           |   3.130434782608696   |   0.7719298245614036   |   3.130434782608696    |   3.130434782608696   |   2.833333333333333    |   3.130434782608696    |   0.8620689655172413   |   1.857142857142857   |   0.6964285714285714  |         inf          |  2.307692307692308   |  4.631578947368422   |   0.6964285714285714  |   3.130434782608696   |   0.5555555555555556  |
|   Phi Correlation Coefficient    |   0.193795910949418    |  0.06269867707187053   |  0.023970582176554008  |  0.26841723041272075  |   0.1158881336626383   |   0.2217273626699505   |  0.06285952386705952  |   0.193795910949418    |   0.193795910949418   |  0.18156825980064073  |  0.04626787683080681  |  0.013360724173441182  |  0.1823232246362439  |  0.1823232246362439  |  0.011785113019775782  |  0.1473139127471974  |  0.011785113019775782  | 0.32489314482696546  |  0.1473139127471974  |  0.13441751399303614  | 0.16280170411083797  |  0.08553372034476997  |   0.1473139127471974  |  0.011785113019775782  |  0.1473139127471974  |   0.1473139127471974  |  0.04600437062282365  |  0.011785113019775782  |  0.06269867707187053  | 0.17826693616344153  |   0.0639137490706142  |  0.011785113019775782  |  0.354964786985977   |   0.193795910949418    |  0.30240736837950305   |   0.1510986092305481  |  0.03962659626113177   |   0.1510986092305481   |   0.1510986092305481  |   0.1368864553735355   |   0.1510986092305481   |  0.023970582176554008  |  0.07919455160226821  |  0.055061180001357436 |  0.2929462832020831  | 0.10838804122076753  | 0.20952908873087345  |  0.055061180001357436 |   0.1510986092305481  |  0.07213357077339458  |
|          Ralambondrainy          |  0.021739130434782608  |  0.043478260869565216  |  0.043478260869565216  |  0.021739130434782608 |  0.021739130434782608  |  0.08695652173913043   |  0.043478260869565216 |  0.021739130434782608  |  0.021739130434782608 |  0.10869565217391304  |  0.043478260869565216 |  0.08695652173913043   | 0.021739130434782608 | 0.021739130434782608 |  0.043478260869565216  | 0.021739130434782608 |  0.043478260869565216  |         0.0          | 0.021739130434782608 |  0.043478260869565216 | 0.021739130434782608 |  0.043478260869565216 |  0.021739130434782608 |  0.043478260869565216  | 0.021739130434782608 |  0.021739130434782608 |  0.043478260869565216 |  0.043478260869565216  |  0.043478260869565216 | 0.021739130434782608 |  0.043478260869565216 |  0.043478260869565216  |         0.0          |  0.021739130434782608  |  0.021739130434782608  |  0.021739130434782608 |  0.06521739130434782   |  0.021739130434782608  |  0.021739130434782608 |  0.021739130434782608  |  0.021739130434782608  |  0.043478260869565216  |  0.021739130434782608 |  0.043478260869565216 |         0.0          | 0.021739130434782608 | 0.021739130434782608 |  0.043478260869565216 |  0.021739130434782608 |  0.021739130434782608 |
| Relative Linkage Disequilibrium  |   0.9996804090763822   |   0.9980276134122288   |   0.9865951742627347   |   0.9997949559155218  |   0.9994282447112636   |   0.9991751443497389   |   0.9935205183585313  |   0.9996804090763822   |   0.9996804090763822  |   0.9993702770780857  |   0.9928057553956835  |   0.9829059829059829   |  0.9996707276918011  |  0.9996707276918011  |   0.9892473118279569   |  0.9995654063450674  |   0.9892473118279569   |         1.0          |  0.9995654063450674  |   0.9977168949771689  |  0.9996119518820334  |   0.9966666666666667  |   0.9995654063450674  |   0.9892473118279569   |  0.9995654063450674  |   0.9995654063450674  |   0.997289972899729   |   0.9892473118279569   |   0.9980276134122288  |  0.9996494917630564  |   0.9956709956709957  |   0.9892473118279569   |         1.0          |   0.9996804090763822   |    0.99983280387895    |   0.9995565410199557  |   0.9966666666666667   |   0.9995565410199557   |   0.9995565410199557  |   0.9995061728395062   |   0.9995565410199557   |   0.9865951742627347   |   0.9990950226244344  |   0.9961783439490446  |         1.0          |  0.9993610223642173  |  0.9996850393700788  |   0.9961783439490446  |   0.9995565410199557  |   0.9945945945945946  |
|          Relative Risk           |   1.5151515151515151   |   1.1594202898550723   |   0.9605911330049259   |   1.6625000000000003  |   1.2345679012345678   |   0.596938775510204    |   0.9283154121863799  |   1.5151515151515151   |   1.5151515151515151  |   0.5306122448979592  |   0.9285714285714284  |   1.0446428571428572   |  1.3928571428571428  |  1.3928571428571428  |   1.0256410256410255   |  1.3333333333333335  |   1.0256410256410255   |  1.9047619047619047  |  1.3333333333333335  |   0.8080808080808081  |  1.388888888888889   |   0.8602150537634408  |   1.3333333333333335  |   1.0256410256410255   |  1.3333333333333335  |   1.3333333333333335  |   1.1111111111111112  |   1.0256410256410255   |   1.1594202898550723  |  1.4492753623188406  |   0.8888888888888888  |   1.0256410256410255   |  2.1052631578947367  |   1.5151515151515151   |   1.590909090909091    |   1.4260869565217391  |   0.8631578947368421   |   1.4260869565217391   |   1.4260869565217391  |   1.366666666666667    |   1.4260869565217391   |   0.9605911330049259   |   1.1714285714285715  |   0.8785714285714284  |  1.8636363636363635  |  1.2615384615384615  |  1.7263157894736842  |   0.8785714285714284  |   1.4260869565217391  |   0.9111111111111111  |
|        Rule Power Factor         |  0.09057971014492754   |  0.05797101449275362   |  0.07763975155279502   |   0.1331521739130435  |  0.09057971014492754   |  0.02795031055900621   |  0.11835748792270533  |  0.09057971014492754   |  0.09057971014492754  |  0.012422360248447202 |  0.07763975155279502  |  0.02795031055900621   | 0.11180124223602483  | 0.11180124223602483  |  0.05797101449275362   | 0.09057971014492754  |  0.05797101449275362   | 0.13043478260869565  | 0.09057971014492754  |  0.05797101449275362  | 0.09057971014492754  |  0.05797101449275362  |  0.09057971014492754  |  0.05797101449275362   | 0.09057971014492754  |  0.09057971014492754  |  0.05797101449275362  |  0.05797101449275362   |  0.05797101449275362  | 0.09057971014492754  |  0.05797101449275362  |  0.05797101449275362   | 0.13043478260869565  |  0.09057971014492754   |   0.1976284584980237   |  0.06956521739130435  |  0.017391304347826087  |  0.06956521739130435   |  0.06956521739130435  |  0.06956521739130435   |  0.06956521739130435   |  0.07763975155279502   |  0.06956521739130435  |   0.0391304347826087  | 0.10869565217391304  | 0.06956521739130435  | 0.06956521739130435  |   0.0391304347826087  |  0.06956521739130435  |  0.06956521739130435  |
|         Sebag-Schoenauer         |          5.0           |          2.0           |          2.5           |   7.000000000000001   |          5.0           |          0.75          |   3.5000000000000004  |          5.0           |          5.0          |          0.4          |          2.5          |          0.75          |         6.0          |         6.0          |          2.0           |         5.0          |          2.0           |         inf          |         5.0          |          2.0          |         5.0          |          2.0          |          5.0          |          2.0           |         5.0          |          5.0          |          2.0          |          2.0           |          2.0          |         5.0          |          2.0          |          2.0           |         inf          |          5.0           |          10.0          |          4.0          |   0.6666666666666666   |          4.0           |          4.0          |          4.0           |          4.0           |          2.5           |          4.0          |          1.5          |         inf          |         4.0          |         4.0          |          1.5          |          4.0          |          4.0          |
|              Yule Q              |   0.6071428571428571   |   0.1929824561403508   |  -0.0740740740740741   |   0.726027397260274   |   0.4130434782608695   |  -0.5448275862068964   |  -0.19230769230769224 |   0.6071428571428571   |   0.6071428571428571  |  -0.48936170212765945 |  -0.14285714285714282 |  0.03759398496240605   |  0.5789473684210527  |  0.5789473684210527  |  0.03703703703703705   |  0.5000000000000001  |  0.03703703703703705   |         1.0          |  0.5000000000000001  |  -0.4042553191489362  |  0.5384615384615385  |  -0.2653061224489796  |   0.5000000000000001  |  0.03703703703703705   |  0.5000000000000001  |   0.5000000000000001  |  0.14285714285714288  |  0.03703703703703705   |   0.1929824561403508  |  0.5740740740740741  |          -0.2         |  0.03703703703703705   |         1.0          |   0.6071428571428571   |   0.7647058823529412   |   0.5157894736842106  |  -0.12871287128712872  |   0.5157894736842106   |   0.5157894736842106  |   0.4782608695652174   |   0.5157894736842106   |  -0.0740740740740741   |          0.3          |  -0.17894736842105263 |         1.0          | 0.39534883720930236  |  0.6448598130841123  |  -0.17894736842105263 |   0.5157894736842106  |  -0.2857142857142857  |
|              Yule Y              |   0.3383179140419419   |  0.09740674396015891   | -0.037087982163739895  |  0.43019619637651824  |  0.21617262466806192   |  -0.29633578191689486  |  -0.09705967113077053 |   0.3383179140419419   |   0.3383179140419419  |  -0.26139986678963506 |  -0.0717967697244908  |  0.018803638662160456  | 0.31891514683366656  | 0.31891514683366656  |  0.018524873535917093  |  0.2679491924311227  |  0.018524873535917093  |         1.0          |  0.2679491924311227  |  -0.21113839366266557 | 0.29222126427095396  |  -0.1350732889176257  |   0.2679491924311227  |  0.018524873535917093  |  0.2679491924311227  |   0.2679491924311227  |  0.07179676972449087  |  0.018524873535917093  |  0.09740674396015891  | 0.31563284068166814  |  -0.10102051443364375 |  0.018524873535917093  |         1.0          |   0.3383179140419419   |   0.4650422192228214   |  0.27779673882646494  |  -0.06462521504682192  |  0.27779673882646494   |  0.27779673882646494  |  0.25463546575234947   |  0.27779673882646494   | -0.037087982163739895  |  0.15353599527684778  |  -0.09020167268333049 |         1.0          |  0.2060685108080589  | 0.36550444636168855  |  -0.09020167268333049 |  0.27779673882646494  |  -0.14589803375031546 |
