+----------------------------------+-----------------------+-----------------------+------------------------+-----------------------+-----------------------+-----------------------+-----------------------+------------------------+------------------------+------------------------+------------------------+------------------------+----------------------+
|              Metric              |           P1          |           P2          |           P3           |           P4          |           P5          |           P6          |           P7          |           P8           |           P9           |          P10           |          P11           |          P12           |         P13          |
|     Goodman-Kruskal's Lambda     |   0.1782945736434109   |  0.15503875968992248   |  0.14843750000000003  |  0.15503875968992248   |  0.19379844961240308  |  0.15503875968992248   |  0.15503875968992248   |   0.1782945736434109   |  0.15503875968992248   |  0.19379844961240308   |  0.15503875968992248   |  0.15503875968992248   |   0.1782945736434109   |
|       Least Contradiction        |  -0.20833333333333334  |  -0.3333333333333333   |  -0.09523809523809523 |  -0.14285714285714285  |  -0.11538461538461539 |  -0.14285714285714285  |  -0.14285714285714285  |         -0.125         |  -0.19047619047619047  |  -0.15384615384615385  |  -0.19047619047619047  |  -0.14285714285714285  |  -0.08333333333333333  |
|        Lerman Similarity         |  -0.2571326819313643   |  -0.37639984282255173  |   1.0470028157626396  |  0.21398024625545642   |          0.0          |  0.21398024625545642   |  0.21398024625545642   |  0.08006407690254351   |  0.03125381539589969   |  -0.18257418583505533  |  0.03125381539589969   |  0.21398024625545642   |   0.3043488214667589   |
|        Piatetsky-Shapiro         | -0.0022485207100591716 | -0.003491124260355031  |  0.007928994082840236 | 0.0014792899408284021  |          0.0          | 0.0014792899408284021  | 0.0014792899408284021  | 0.0005917159763313608  | 0.00023668639053254364 | -0.001538461538461539  | 0.00023668639053254364 | 0.0014792899408284021  |  0.002011834319526627  |
|          Max Confidence          |  0.14285714285714285   |   0.1111111111111111   |   0.3333333333333333  |          0.2           |          0.2          |          0.2           |          0.2           |          0.2           |  0.16666666666666666   |  0.16666666666666666   |  0.16666666666666666   |          0.2           |          0.25          |
|            Odds Ratio            |   0.7246376811594203   |        0.63125         |   2.763157894736842   |   1.3124999999999998   |          1.0          |   1.3124999999999998   |   1.3124999999999998   |   1.108695652173913    |          1.04          |   0.7919999999999999   |          1.04          |   1.3124999999999998   |   1.4927536231884058   |
|   Phi Correlation Coefficient    |  0.025675769451484066  |  0.03736931830072338   |  0.10268226366071957  |  0.02090148311735376   |          0.0          |  0.02090148311735376   |  0.02090148311735376   |  0.007930515857181433  |  0.003065142198827453  |  0.018330889377669163  |  0.003065142198827453  |  0.02090148311735376   |  0.030026526490783557  |
|          Ralambondrainy          |  0.046153846153846156  |  0.06153846153846154   |  0.03076923076923077  |  0.03076923076923077   |  0.03076923076923077  |  0.03076923076923077   |  0.03076923076923077   |  0.03076923076923077   |  0.038461538461538464  |  0.038461538461538464  |  0.038461538461538464  |  0.03076923076923077   |  0.023076923076923078  |
| Relative Linkage Disequilibrium  |   0.9997976118194697   |   0.9998696388997523   |   0.9997704315886133  |   0.9987707437000615   |          -0.0         |   0.9987707437000615   |   0.9987707437000615   |   0.9969325153374233   |   0.9904761904761905   |   0.9997042295178941   |   0.9904761904761905   |   0.9987707437000615   |   0.9993217273343885   |
|          Relative Risk           |   0.763975155279503    |   0.6722222222222222   |   2.1754385964912277  |          1.25          |          1.0          |          1.25          |          1.25          |   1.0869565217391306   |   1.0333333333333332   |   0.8266666666666665   |   1.0333333333333332   |          1.25          |   1.3695652173913042   |
|        Rule Power Factor         |  0.001098901098901099  | 0.0008547008547008547  |  0.005128205128205128 | 0.0015384615384615385  | 0.0015384615384615385 | 0.0015384615384615385  | 0.0015384615384615385  | 0.0015384615384615385  |  0.001282051282051282  |  0.001282051282051282  |  0.001282051282051282  | 0.0015384615384615385  | 0.0019230769230769232  |
|         Sebag-Schoenauer         |  0.16666666666666666   |         0.125          |          0.5          |          0.25          |          0.25         |          0.25          |          0.25          |          0.25          |          0.2           |          0.2           |          0.2           |          0.25          |   0.3333333333333333   |
|              Yule Q              |  -0.15966386554621848  |  -0.22605363984674334  |  0.46853146853146843  |   0.1351351351351351   |          0.0          |   0.1351351351351351   |   0.1351351351351351   |  0.05154639175257731   |  0.019607843137254912  |  -0.1160714285714286   |  0.019607843137254912  |   0.1351351351351351   |  0.19767441860465115   |
|              Yule Y              |  -0.08034730291014178  |  -0.11450885909947031  |  0.24876278240552158  |  0.06787888807065598   |          0.0          |  0.06787888807065598   |  0.06787888807065598   |  0.02579033870026475   |  0.009804864072151705  | -0.058232514889619676  |  0.009804864072151705  |  0.06787888807065598   |  0.09982206724923531   |
|         Weighted Support         |  0.05384615384615385   |  0.06923076923076923   |  0.046153846153846156 |  0.038461538461538464  |  0.038461538461538464 |  0.038461538461538464  |  0.038461538461538464  |  0.038461538461538464  |  0.046153846153846156  |  0.046153846153846156  |  0.046153846153846156  |  0.038461538461538464  |  0.03076923076923077   |
|      Weighted Rule Support       |  0.007692307692307693  |  0.007692307692307693  |  0.015384615384615385 |  0.007692307692307693  |  0.007692307692307693 |  0.007692307692307693  |  0.007692307692307693  |  0.007692307692307693  |  0.007692307692307693  |  0.007692307692307693  |  0.007692307692307693  |  0.007692307692307693  |  0.007692307692307693  |
|       Weighted Confidence        |  0.14285714285714285   |   0.1111111111111111   |   0.3333333333333333  |          0.2           |          0.2          |          0.2           |          0.2           |          0.2           |  0.16666666666666666   |  0.16666666666666666   |  0.16666666666666666   |          0.2           |          0.25          |
|          Weighted Lift           |   0.7738095238095238   |   0.6878306878306878   |   2.0634920634920633  |   1.2380952380952381   |          1.0          |   1.2380952380952381   |   1.2380952380952381   |   1.0833333333333333   |   1.0317460317460316   |   0.8333333333333333   |   1.0317460317460316   |   1.2380952380952381   |   1.3541666666666665   |
|     Statistical Significance     |  1.60713791069296e-07  |  0.023076245784788632  |  0.06890486505428878  |  0.11866978591830467   |  0.025978395286933832 |  0.09147469507830519   |   0.1150786234923115   | 6.0219999468165166e-05 |  0.03134304071766623   |  0.06763447560919135   |   0.1333518402241746   |  0.05112825412446254   |  0.16472320831184079   |
|           FleBiC Score           | 2.384729973548861e-08  |  0.003413717763513191  |  0.02138661820780842  |  0.017178680103528635  |  0.003575386914694287 |  0.013241909152847316  |  0.016658822162953783  | 8.349472287811262e-06  |  0.003925430156864108  |  0.008833856422964786  |  0.016701102480917038  |  0.00676224094030911   |  0.023047611200750627  |
+----------------------------------+------------------------+------------------------+-----------------------+------------------------+-----------------------+------------------------+------------------------+------------------------+------------------------+------------------------+------------------------+------------------------+------------------------+
+----------------------------------+------------------------+------------------------+------------------------+-----------------------+------------------------+-----------------------+-----------------------+------------------------+------------------------+------------------------+------------------------+-----------------------+-----------------------+
|              Metric              |           P1           |           P2           |           P3           |           P4          |           P5           |           P6          |           P7          |           P8           |           P9           |          P10           |          P11           |          P12          |          P13          |
+----------------------------------+------------------------+------------------------+------------------------+-----------------------+------------------------+-----------------------+-----------------------+------------------------+------------------------+------------------------+------------------------+-----------------------+-----------------------+
|  Outcome selected for analysis   |          5.0           |          6.0           |          5.0           |          5.0          |          2.0           |          5.0          |          5.0          |          5.0           |          2.0           |          2.0           |          5.0           |          6.0          |          1.0          |
|         Information Gain         | 0.0009450901202615295  | 0.0005239268337472563  |  0.002997952688364631  |  0.007311656466542591 |  0.005841525032577585  |  0.007311656466542591 |  0.007311656466542591 |  0.007311656466542591  | 0.0020904278110738576  | 0.0020904278110738576  |  0.002997952688364631  |  0.004583461749658825 |  0.007174576532125178 |
|           Chi-squared            |  0.054705515999259366  |  0.03287333607715984   |  0.16206950288296715   |   0.364753623188406   |  0.28508771929824567   |   0.364753623188406   |   0.364753623188406   |   0.364753623188406    |  0.11073971892095832   |  0.11073971892095832   |  0.16206950288296715   |  0.21926080166579898  |   0.293109668109668   |
|            Gini index            | 8.590533918872989e-05  | 5.748719035436611e-05  | 0.0002545014951965685  | 0.0005727810650886234 | 0.00047337278106518443 | 0.0005727810650886234 | 0.0005727810650886234 | 0.0005727810650886234  | 0.00018387733027958042 | 0.00018387733027958042 | 0.0002545014951965685  | 0.0003834319526626606 | 0.0005870198177891917 |
|      Difference in Support       |   0.0144927536231884   |  0.011972930765226444  |  0.023188405797101443  |  0.03188405797101449  |  0.02741228070175438   |  0.03188405797101449  |  0.03188405797101449  |  0.03188405797101449   |  0.018640350877192978  |  0.018640350877192978  |  0.023188405797101443  |  0.02342529932326913  |  0.022727272727272728 |
|          Bigger Support          |  0.06666666666666667   |  0.07079646017699115   |  0.06666666666666667   |  0.06666666666666667  |         0.0625         |  0.06666666666666667  |  0.06666666666666667  |  0.06666666666666667   |         0.0625         |         0.0625         |  0.06666666666666667   |  0.058823529411764705 |          0.05         |
|            Confidence            |  0.14285714285714285   |   0.1111111111111111   |  0.16666666666666666   |          0.2          |          0.2           |          0.2          |          0.2          |          0.2           |  0.16666666666666666   |  0.16666666666666666   |  0.16666666666666666   |          0.2          |          0.25         |
|          All-Confidence          |  0.06666666666666667   |  0.058823529411764705  |  0.06666666666666667   |  0.06666666666666667  |         0.0625         |  0.06666666666666667  |  0.06666666666666667  |  0.06666666666666667   |         0.0625         |         0.0625         |  0.06666666666666667   |  0.058823529411764705 |          0.05         |
|               Lift               |   1.2380952380952381   |   0.849673202614379    |   1.4444444444444442   |   1.7333333333333334  |   1.6249999999999998   |   1.7333333333333334  |   1.7333333333333334  |   1.7333333333333334   |   1.3541666666666665   |   1.3541666666666665   |   1.4444444444444442   |   1.5294117647058822  |   1.6249999999999998  |
|        Standardised Lift         |          0.0           |          0.0           |          0.0           |          0.0          |          0.0           |          0.0          |          0.0          |          0.0           |          0.0           |          0.0           |          0.0           |          0.0          |          0.0          |
|       Collective Strength        |   1.0600998431036943   |   1.0701062676260917   |   1.053793413510172    |   1.0475570934256055  |   1.0468946266573622   |   1.0475570934256055  |   1.0475570934256055  |   1.0475570934256055   |   1.0529542693430525   |   1.0529542693430525   |   1.053793413510172    |   1.0462209711470796  |   1.0388513128828767  |
|              Cosine              |  0.09759000729485331   |  0.08084520834544433   |  0.10540925533894596   |  0.11547005383792516  |  0.11180339887498948   |  0.11547005383792516  |  0.11547005383792516  |  0.11547005383792516   |  0.10206207261596574   |  0.10206207261596574   |  0.10540925533894596   |  0.10846522890932807  |  0.11180339887498948  |
|         Interestingness          |  0.009523245984784446  |  0.00653556096995011   |  0.011110453648915187  |  0.013332544378698226 |  0.012499260355029587  |  0.013332544378698226 |  0.013332544378698226 |  0.013332544378698226  |  0.010416050295857987  |  0.010416050295857987  |  0.011110453648915187  |  0.011764009745910199 |  0.012499260355029587 |
|        Comprehensibility         |  0.43067655807339306   |          0.5           |  0.43067655807339306   |  0.43067655807339306  |  0.43067655807339306   |  0.43067655807339306  |  0.43067655807339306  |  0.43067655807339306   |          0.5           |          0.5           |          0.5           |          0.5          |          0.5          |
|           Completeness           |  0.06666666666666667   |  0.058823529411764705  |  0.06666666666666667   |  0.06666666666666667  |         0.0625         |  0.06666666666666667  |  0.06666666666666667  |  0.06666666666666667   |         0.0625         |         0.0625         |  0.06666666666666667   |  0.058823529411764705 |          0.05         |
|           Added Value            |  0.027472527472527458  |  -0.01965811965811967  |  0.051282051282051266  |  0.08461538461538462  |  0.07692307692307693   |  0.08461538461538462  |  0.08461538461538462  |  0.08461538461538462   |  0.043589743589743574  |  0.043589743589743574  |  0.051282051282051266  |  0.06923076923076923  |  0.09615384615384615  |
|        Casual Confidence         |  0.07549361207897792   |  0.05968778696051423   |  0.08736559139784945   |  0.10400000000000001  |  0.10400000000000001   |  0.10400000000000001  |  0.10400000000000001  |  0.10400000000000001   |  0.08736559139784945   |  0.08736559139784945   |  0.08736559139784945   |  0.10400000000000001  |  0.12896825396825398  |
|          Casual Support          |   0.8461538461538461   |   0.8153846153846154   |   0.8538461538461538   |   0.8615384615384615  |   0.8538461538461538   |   0.8615384615384615  |   0.8615384615384615  |   0.8615384615384615   |   0.8461538461538461   |   0.8461538461538461   |   0.8538461538461538   |   0.8461538461538461  |   0.8307692307692307  |
|         Certainty Factor         |  0.031055900621117998  |  -0.02261553588987219  |  0.05797101449275361   |  0.09565217391304348  |  0.08771929824561404   |  0.09565217391304348  |  0.09565217391304348  |  0.09565217391304348   |  0.04970760233918127   |  0.04970760233918127   |  0.05797101449275361   |  0.07964601769911504  |  0.11363636363636363  |
|            Conviction            |   1.0320512820512822   |   0.9778846153846155   |   1.0615384615384615   |   1.1057692307692306  |   1.0961538461538463   |   1.1057692307692306  |   1.1057692307692306  |   1.1057692307692306   |   1.0523076923076922   |   1.0523076923076922   |   1.0615384615384615   |   1.0865384615384617  |   1.1282051282051282  |
|        Coverage (Support)        |  0.05384615384615385   |  0.06923076923076923   |  0.046153846153846156  |  0.038461538461538464 |  0.038461538461538464  |  0.038461538461538464 |  0.038461538461538464 |  0.038461538461538464  |  0.046153846153846156  |  0.046153846153846156  |  0.046153846153846156  |  0.038461538461538464 |  0.03076923076923077  |
| Descriptive Confirmed Confidence |  -0.7142857142857142   |  -0.7777777777777777   |  -0.6666666666666667   |  -0.6000000000000001  |  -0.6000000000000001   |  -0.6000000000000001  |  -0.6000000000000001  |  -0.6000000000000001   |  -0.6666666666666667   |  -0.6666666666666667   |  -0.6666666666666667   |  -0.6000000000000001  |          -0.5         |
|    Difference of Proportions     |  0.029036004645760727  | -0.021120293847566585  |  0.053763440860215034  |  0.08800000000000001  |          0.08          |  0.08800000000000001  |  0.08800000000000001  |  0.08800000000000001   |  0.04569892473118277   |  0.04569892473118277   |  0.053763440860215034  |  0.07200000000000001  |  0.09920634920634919  |
|   Example and Counter Example    |          -5.0          |          -7.0          |          -4.0          |          -3.0         |          -3.0          |          -3.0         |          -3.0         |          -3.0          |          -4.0          |          -4.0          |          -4.0          |          -3.0         |          -2.0         |
|         Imbalance Ratio          |  0.38095238095238093   |  0.31999999999999995   |  0.44999999999999996   |   0.5263157894736843  |          0.55          |   0.5263157894736843  |   0.5263157894736843  |   0.5263157894736843   |  0.47619047619047616   |  0.47619047619047616   |  0.44999999999999996   |   0.5714285714285714  |   0.6956521739130436  |
|  Fisher's Exact Test (p-value)   |   0.5852443382271977   |   0.7288389000490341   |   0.5281678710107569   |  0.46382712614858745  |   0.4871389902290836   |  0.46382712614858745  |  0.46382712614858745  |  0.46382712614858745   |   0.5527851994797609   |   0.5527851994797609   |   0.5281678710107569   |   0.5096328941664046  |  0.49174698561830044  |
|         Hyper Confidence         |   0.4147556617728023   |  0.27116109995096593   |   0.4718321289892431   |   0.5361728738514125  |   0.5128610097709164   |   0.5361728738514125  |   0.5361728738514125  |   0.5361728738514125   |   0.4472148005202391   |   0.4472148005202391   |   0.4718321289892431   |  0.49036710583359544  |   0.5082530143816996  |
|            Hyper Lift            |          0.5           |   0.3333333333333333   |          0.5           |          0.5          |          0.5           |          0.5          |          0.5          |          0.5           |          0.5           |          0.5           |          0.5           |          0.5          |          0.5          |
|   Laplace Corrected Confidence   |  0.14285714285714285   |         0.125          |  0.15384615384615385   |  0.16666666666666666  |  0.16666666666666666   |  0.16666666666666666  |  0.16666666666666666  |  0.16666666666666666   |  0.15384615384615385   |  0.15384615384615385   |  0.15384615384615385   |  0.16666666666666666  |  0.18181818181818182  |
|            Importance            |  -0.5440680443502756   |  -0.6532125137753436   |  -0.47712125471966244  |  -0.3979400086720376  |  -0.3979400086720376   |  -0.3979400086720376  |  -0.3979400086720376  |  -0.3979400086720376   |  -0.47712125471966244  |  -0.47712125471966244  |  -0.47712125471966244  |  -0.3979400086720376  |  -0.30102999566398114 |
|       Jaccard Coefficient        |  0.047619047619047616  |          0.04          |          0.05          |  0.05263157894736842  |          0.05          |  0.05263157894736842  |  0.05263157894736842  |  0.05263157894736842   |  0.047619047619047616  |  0.047619047619047616  |          0.05          |  0.047619047619047616 |  0.043478260869565216 |
|            J-Measure             | 8.112605517361399e-05  | 5.346932690402826e-05  | 0.00023093978765779434 | 0.0004940314207370123 | 0.00039513320895480267 | 0.0004940314207370123 | 0.0004940314207370123 | 0.0004940314207370123  | 0.0001612184144689625  | 0.0001612184144689625  | 0.00023093978765779434 | 0.0003103385373383579 | 0.0004129935148909885 |
|              Kappa               |  0.01886792452830198   |  -0.01496421600520569  |  0.031372549019607565  |  0.04489795918367352  |  0.038910505836576056  |  0.04489795918367352  |  0.04489795918367352  |  0.04489795918367352   |  0.025487256371813972  |  0.025487256371813972  |  0.031372549019607565  |  0.033457249070632265 |  0.03378378378378394  |
|             Klosgen              | 0.0024095000530412877  | -0.0017241311490651012 |  0.004497733432343738  |  0.00742126016336717  |  0.00674660014851561   |  0.00742126016336717  |  0.00742126016336717  |  0.00742126016336717   |  0.003823073417492177  |  0.003823073417492177  |  0.004497733432343738  |  0.006071940133664048 |  0.00843325018564451  |
|            Kulczynski            |  0.10476190476190475   |  0.08496732026143791   |  0.11666666666666667   |  0.13333333333333333  |        0.13125         |  0.13333333333333333  |  0.13333333333333333  |  0.13333333333333333   |  0.11458333333333333   |  0.11458333333333333   |  0.11666666666666667   |  0.12941176470588237  |          0.15         |
|     Goodman-Kruskal's Lambda     |  0.10852713178294579   |  0.12403100775193798   |  0.10852713178294579   |  0.10852713178294579  |  0.11627906976744189   |  0.10852713178294579  |  0.10852713178294579  |  0.10852713178294579   |  0.11627906976744189   |  0.11627906976744189   |  0.10852713178294579   |  0.12403100775193798  |   0.1472868217054264  |
|       Least Contradiction        |  -0.3333333333333333   |  -0.4117647058823529   |  -0.26666666666666666  |          -0.2         |        -0.1875         |          -0.2         |          -0.2         |          -0.2          |         -0.25          |         -0.25          |  -0.26666666666666666  |  -0.17647058823529413 |          -0.1         |
|        Lerman Similarity         |  0.21398024625545642   |  -0.1630836580944149   |   0.3698001308168194   |   0.5570066518960167  |    0.49029033784546    |   0.5570066518960167  |   0.5570066518960167  |   0.5570066518960167   |   0.3043488214667589   |   0.3043488214667589   |   0.3698001308168194   |  0.42808634473904467  |    0.49029033784546   |
|        Piatetsky-Shapiro         | 0.0014792899408284021  | -0.0013609467455621312 | 0.0023668639053254434  | 0.0032544378698224855 | 0.0029585798816568042  | 0.0032544378698224855 | 0.0032544378698224855 | 0.0032544378698224855  |  0.002011834319526627  |  0.002011834319526627  | 0.0023668639053254434  |  0.002662721893491124 | 0.0029585798816568042 |
|          Max Confidence          |  0.14285714285714285   |   0.1111111111111111   |  0.16666666666666666   |          0.2          |          0.2           |          0.2          |          0.2          |          0.2           |  0.16666666666666666   |  0.16666666666666666   |  0.16666666666666666   |          0.2          |          0.25         |
|            Odds Ratio            |   1.2976190476190477   |       0.8203125        |   1.5714285714285716   |   1.982142857142857   |   1.8333333333333335   |   1.982142857142857   |   1.982142857142857   |   1.982142857142857    |   1.4533333333333336   |   1.4533333333333336   |   1.5714285714285716   |        1.703125       |   1.8771929824561402  |
|   Phi Correlation Coefficient    |  0.020513694487652983  |   0.0159019437798702   |  0.03530847608882507   |  0.05296977535773846  |   0.0468292905790847   |  0.05296977535773846  |  0.05296977535773846  |  0.05296977535773846   |  0.029186366538157493  |  0.029186366538157493  |  0.03530847608882507   |  0.04106849828366478  |  0.04748357352484914  |
|          Ralambondrainy          |  0.046153846153846156  |  0.06153846153846154   |  0.038461538461538464  |  0.03076923076923077  |  0.03076923076923077   |  0.03076923076923077  |  0.03076923076923077  |  0.03076923076923077   |  0.038461538461538464  |  0.038461538461538464  |  0.038461538461538464  |  0.03076923076923077  |  0.023076923076923078 |
| Relative Linkage Disequilibrium  |   0.9981572481572482   |   0.9996656636576395   |   0.9990393852065321   |   0.9994408722393067  |   0.9993849938499385   |   0.9994408722393067  |   0.9994408722393067  |   0.9994408722393067   |   0.9988700564971751   |   0.9988700564971751   |   0.9990393852065321   |   0.9993167065254527  |   0.9995386744579425  |
|          Relative Risk           |   1.2551020408163263   |   0.8402777777777777   |   1.476190476190476    |   1.7857142857142858  |   1.6666666666666665   |   1.7857142857142858  |   1.7857142857142858  |   1.7857142857142858   |   1.3777777777777775   |   1.3777777777777775   |   1.476190476190476    |         1.5625        |   1.657894736842105   |
|        Rule Power Factor         |  0.001098901098901099  | 0.0008547008547008547  |  0.001282051282051282  | 0.0015384615384615385 | 0.0015384615384615385  | 0.0015384615384615385 | 0.0015384615384615385 | 0.0015384615384615385  |  0.001282051282051282  |  0.001282051282051282  |  0.001282051282051282  | 0.0015384615384615385 | 0.0019230769230769232 |
|         Sebag-Schoenauer         |  0.16666666666666666   |         0.125          |          0.2           |          0.25         |          0.25          |          0.25         |          0.25         |          0.25          |          0.2           |          0.2           |          0.2           |          0.25         |   0.3333333333333333  |
|              Yule Q              |  0.12953367875647673   |  -0.09871244635193134  |  0.22222222222222224   |  0.32934131736526945  |  0.29411764705882354   |  0.32934131736526945  |  0.32934131736526945  |  0.32934131736526945   |  0.18478260869565222   |  0.18478260869565222   |  0.22222222222222224   |   0.2601156069364162  |  0.30487804878048774  |
|              Yule Y              |  0.06504082310036088   |  -0.04947704612908626  |   0.112517806303939    |  0.16939587717425109  |   0.1503846381456159   |  0.16939587717425109  |  0.16939587717425109  |  0.16939587717425109   |  0.09319372940437519   |  0.09319372940437519   |   0.112517806303939    |  0.13233546349847103  |  0.15615621389289053  |
|         Weighted Support         |  0.05384615384615385   |  0.06923076923076923   |  0.046153846153846156  |  0.038461538461538464 |  0.038461538461538464  |  0.038461538461538464 |  0.038461538461538464 |  0.038461538461538464  |  0.046153846153846156  |  0.046153846153846156  |  0.046153846153846156  |  0.038461538461538464 |  0.03076923076923077  |
|      Weighted Rule Support       |  0.007692307692307693  |  0.007692307692307693  |  0.007692307692307693  |  0.007692307692307693 |  0.007692307692307693  |  0.007692307692307693 |  0.007692307692307693 |  0.007692307692307693  |  0.007692307692307693  |  0.007692307692307693  |  0.007692307692307693  |  0.007692307692307693 |  0.007692307692307693 |
|       Weighted Confidence        |  0.14285714285714285   |   0.1111111111111111   |  0.16666666666666666   |          0.2          |          0.2           |          0.2          |          0.2          |          0.2           |  0.16666666666666666   |  0.16666666666666666   |  0.16666666666666666   |          0.2          |          0.25         |
|          Weighted Lift           |   1.2380952380952381   |   0.849673202614379    |   1.4444444444444442   |   1.7333333333333334  |   1.6249999999999998   |   1.7333333333333334  |   1.7333333333333334  |   1.7333333333333334   |   1.3541666666666665   |   1.3541666666666665   |   1.4444444444444442   |   1.5294117647058822  |   1.6249999999999998  |
|     Statistical Significance     |  1.60713791069296e-07  |  0.023076245784788632  |  0.06890486505428878   |  0.11866978591830467  |  0.025978395286933832  |  0.09147469507830519  |   0.1150786234923115  | 6.0219999468165166e-05 |  0.03134304071766623   |  0.06763447560919135   |   0.1333518402241746   |  0.05112825412446254  |  0.16472320831184079  |
|           FleBiC Score           | 2.3214489550161772e-08 |  0.002981196933806501  |  0.010885790089707487  |  0.021779883599933835 | 0.0045072668487952435  |  0.016788672834688385 |  0.021120784916799508 |  1.10523885136832e-05  |  0.004357293384434688  |  0.009402509979369419  |  0.019400411825217324  |  0.007807865578625493 |  0.02669439891325042  |
+----------------------------------+------------------------+------------------------+------------------------+-----------------------+------------------------+-----------------------+-----------------------+------------------------+------------------------+------------------------+------------------------+-----------------------+-----------------------+
