+----------------------------------+-----------------------+------------------------+------------------------+-----------------------+------------------------+-----------------------+------------------------+------------------------+------------------------+-----------------------+------------------------+------------------------+------------------------+------------------------+------------------------+-----------------------+-----------------------+------------------------+----------------------+----------------------+----------------------+----------------------+-----------------------+-----------------------+----------------------+
|              Metric              |           P1          |           P2           |           P3           |           P4          |           P5           |           P6          |           P7           |           P8           |           P9           |          P10          |          P11           |          P12           |          P13           |          P14           |          P15           |          P16          |          P17          |          P18           |         P19          |         P20          |         P21          |         P22          |          P23          |          P24          |         P25          |
|     Statistical Significance     |  7.23951094379659e-06 | 2.685984879454952e-06  |  0.045040859255362276  |   0.1670535029279249  | 6.661841511403721e-09  | 2.677625946991984e-10 | 1.4270332698462466e-08 | 0.00017732105952426673 |  0.02259329008010968   |  0.001087623692157573 | 4.905457083137821e-05  | 0.0008638598628228784  | 6.291365791383894e-05  |  0.017304175632561175  |  0.022269808304596926  | 0.0020147565545825252 |   0.1017316841240476  |  0.006464660750698882  | 0.10344952103571575  | 0.04222372297696894  | 0.010775431950064097 | 0.07944689077521916  |   0.0800148870574391  |  0.010165940356867388 | 0.06704798049428443  |
|           FleBiC Score           | 6.715281128276645e-06 | 1.8845295803201266e-05 |  0.22972445195501362   |  0.07928598446283441  | 2.0797492468661836e-08 | 8.359236011714315e-10 | 3.8545241830547985e-08 | 0.00044214369261921956 |  0.05168626592498323   | 0.0022662872300782235 | 9.229666014265461e-05  |  0.001625360875012335  | 3.0041066682526738e-05 |  0.002590363057277004  |  0.05525059448072058   | 0.0009132250326745831 |   0.2107072013081651  |  0.012082514875086537  |  0.0927378840185031  | 0.03027333661995685  | 0.007725710942819036 | 0.055968316088392644 |  0.019864420548993452 |  0.002523786784574655 |  0.0472335988076576  |
+----------------------------------+-----------------------+------------------------+------------------------+-----------------------+------------------------+-----------------------+------------------------+------------------------+------------------------+-----------------------+------------------------+------------------------+------------------------+------------------------+------------------------+-----------------------+-----------------------+------------------------+----------------------+----------------------+----------------------+----------------------+-----------------------+-----------------------+----------------------+
+----------------------------------+------------------------+------------------------+------------------------+-----------------------+------------------------+------------------------+------------------------+------------------------+-----------------------+-----------------------+------------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+----------------------+-----------------------+-----------------------+-----------------------+----------------------+
|              Metric              |           P1           |           P2           |           P3           |           P4          |           P5           |           P6           |           P7           |           P8           |           P9          |          P10          |          P11           |          P12          |          P13          |          P14          |          P15          |          P16          |          P17          |          P18          |          P19          |          P20          |         P21          |          P22          |          P23          |          P24          |         P25          |
+----------------------------------+------------------------+------------------------+------------------------+-----------------------+------------------------+------------------------+------------------------+------------------------+-----------------------+-----------------------+------------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+----------------------+-----------------------+-----------------------+-----------------------+----------------------+
|  Outcome selected for analysis   |          0.0           |          0.0           |          0.0           |          4.0          |          0.0           |          0.0           |          0.0           |          0.0           |          0.0          |          0.0          |          0.0           |          0.0          |          0.0          |          0.0          |          0.0          |          1.0          |          0.0          |          0.0          |          0.0          |          0.0          |         0.0          |          0.0          |          0.0          |          0.0          |         0.0          |
|         Information Gain         |  0.07183566788590443   |  0.35732638513151727   |   0.2751057638018701   |   0.0688801802898334  |   0.368111401096595    |   0.1708963090986677   |  0.35068144038379834   |  0.12898505500167698   |  0.11363580091818286  |  0.21817967637406707  |  0.31367704593645074   |  0.31367704593645074  |  0.08032641645052405  |  0.02103423794170505  |  0.12898505500167698  |  0.01372880603360832  |  0.21817967637406707  |  0.31367704593645074  |  0.09658404033015526  |  0.06179389391968261  |  0.2420880816118207  |  0.06179389391968261  |  0.06179389391968261  |  0.06179389391968261  |  0.2420880816118207  |
|           Chi-squared            |   15.003998696607072   |   72.97236180528473    |   47.57804503961589    |   5.383926713158043   |   41.72034243783123    |   21.823868258136688   |   35.83622895622896    |   14.089073228685287   |   11.651359785371762  |   20.196035940803384  |   24.376339817387855   |   24.376339817387855  |   7.075525233035134   |   2.3287797473843987  |   14.089073228685287  |   1.4520652369049754  |   20.196035940803384  |   24.376339817387855  |   4.535798503821759   |    2.29829117498588   |  7.917988394584139   |    2.29829117498588   |    2.29829117498588   |    2.29829117498588   |  7.917988394584139   |
|            Gini index            |  0.025268445470706835  |  0.12289378201309087   |  0.08012685558005495   | 0.0009305167377129386 |  0.07026181614824778   |  0.03675388382733735   |  0.06035229778185802   |  0.02372760660745299   |  0.019622219073028413 |   0.0340124285008121  |  0.041052537120679244  |  0.041052537120679244 |  0.011915991672805992 |  0.003921930763255532 |  0.02372760660745299  | 0.0015305563908524222 |   0.0340124285008121  |  0.041052537120679244 | 0.0076388021271858175 |  0.003870584529180765 | 0.013334795745582273 |  0.003870584529180765 |  0.003870584529180765 |  0.003870584529180765 | 0.013334795745582273 |
|      Difference in Support       |   0.1913319238900634   |   0.4219520789288231   |   0.3007399577167019   |   0.3098712446351931  |  0.22727272727272727   |  0.16437632135306554   |  0.19696969696969696   |  0.11892177589852007   |  0.10377026074700492  |  0.13054968287526425  |  0.13636363636363635   |  0.13636363636363635  |  0.07346723044397463  |  0.05021141649048626  |  0.11892177589852007  |  0.04630541871921182  |  0.13054968287526425  |  0.13636363636363635  |  0.039640591966173366 |  0.024489076814658207 | 0.045454545454545456 |  0.024489076814658207 |  0.024489076814658207 |  0.024489076814658207 | 0.045454545454545456 |
|          Bigger Support          |   0.2727272727272727   |  0.43939393939393934   |   0.3181818181818182   |  0.39999999999999997  |  0.22727272727272727   |  0.18181818181818182   |  0.19696969696969696   |  0.13636363636363635   |   0.1212121212121212  |  0.13636363636363635  |  0.13636363636363635   |  0.13636363636363635  |  0.09090909090909091  |  0.09090909090909091  |  0.13636363636363635  |  0.08571428571428572  |  0.13636363636363635  |  0.13636363636363635  |  0.045454545454545456 |   0.0303030303030303  | 0.045454545454545456 |   0.0303030303030303  |   0.0303030303030303  |   0.0303030303030303  | 0.045454545454545456 |
|            Confidence            |         0.5625         |        0.90625         |         0.875          |  0.08695652173913043  |          1.0           |          0.8           |          1.0           |   0.7499999999999999   |   0.7272727272727272  |   0.8999999999999999  |          1.0           |          1.0          |   0.6666666666666667  |  0.46153846153846156  |   0.7499999999999999  |   0.2727272727272727  |   0.8999999999999999  |          1.0          |          0.75         |   0.6666666666666666  |         1.0          |   0.6666666666666666  |   0.6666666666666666  |   0.6666666666666666  |         1.0          |
|          All-Confidence          |   0.2727272727272727   |  0.43939393939393934   |   0.3181818181818182   |  0.08695652173913043  |  0.22727272727272727   |  0.18181818181818182   |  0.19696969696969696   |  0.13636363636363635   |   0.1212121212121212  |  0.13636363636363635  |  0.13636363636363635   |  0.13636363636363635  |  0.09090909090909091  |  0.09090909090909091  |  0.13636363636363635  |  0.08571428571428572  |  0.13636363636363635  |  0.13636363636363635  |  0.045454545454545456 |   0.0303030303030303  | 0.045454545454545456 |   0.0303030303030303  |   0.0303030303030303  |   0.0303030303030303  | 0.045454545454545456 |
|               Lift               |   2.028409090909091    |   3.2679924242424243   |   3.1553030303030303   |   4.139130434782608   |   3.606060606060606    |   2.8848484848484848   |   3.606060606060606    |   2.704545454545454    |   2.6225895316804406  |   3.2454545454545447  |   3.6060606060606055   |   3.6060606060606055  |   2.404040404040404   |   1.6643356643356642  |   2.704545454545454   |   1.8545454545454545  |   3.2454545454545447  |   3.6060606060606055  |   2.7045454545454546  |   2.404040404040404   |  3.606060606060606   |   2.404040404040404   |   2.404040404040404   |   2.404040404040404   |  3.606060606060606   |
|        Standardised Lift         |   0.5483870967741935   |   0.903225806451613    |   0.8695652173913043   |  0.24999999999999994  |          1.0           |   0.7857142857142857   |          1.0           |   0.7272727272727272   |          0.7          |   0.8888888888888887  |   0.9999999999999999   |   0.9999999999999999  |         0.625         |   0.4166666666666666  |   0.7272727272727272  |          0.2          |   0.8888888888888887  |   0.9999999999999999  |   0.6666666666666667  |          0.5          |         1.0          |          0.5          |          0.5          |          0.5          |         1.0          |
|       Collective Strength        |   1.2712922985897195   |   1.4215874086379425   |   1.2953448245643076   |   1.1218804741017958  |   1.2011269913306784   |   1.1636129643437014   |   1.1728396559763161   |   1.1219161308977714   |   1.108249527292948   |   1.1190941919951851  |   1.117673913959972    |   1.117673913959972   |   1.0812559975132916  |   1.0861755734196201  |   1.1219161308977714  |   1.0625606407110046  |   1.1190941919951851  |   1.117673913959972   |   1.0393881395066231  |   1.0264796133775718  |  1.0382733574780283  |   1.0264796133775718  |   1.0264796133775718  |   1.0264796133775718  |  1.0382733574780283  |
|              Cosine              |  0.39167472590032015   |   0.6310315028394047   |   0.5276448530110863   |   0.1865009616480627  |   0.4767312946227962   |  0.38138503569823695   |  0.44381268229929727   |  0.31980107453341566   |  0.29690784761008215  |   0.3503245248726853  |  0.36927447293799814   |  0.36927447293799814  |  0.24618298195866545  |  0.20483662259967567  |  0.31980107453341566  |  0.15289415743128765  |   0.3503245248726853  |  0.36927447293799814  |  0.18463723646899913  |  0.14213381090374028  | 0.21320071635561044  |  0.14213381090374028  |  0.14213381090374028  |  0.14213381090374028  | 0.21320071635561044  |
|         Interestingness          |  0.15336034146278832   |  0.39799689093551854   |   0.2783058744888329   |   0.0347813805829237  |  0.22721254277111913   |   0.1454237309897221   |  0.19692449172182241   |  0.10225647745729305   |  0.08814181968363424  |  0.12270777294875168  |  0.13634196994305742   |  0.13634196994305742  |  0.06059964092588908  |  0.04195359756407705  |  0.10225647745729305  |  0.023375385295447436 |  0.12270777294875168  |  0.13634196994305742  |  0.034089103555860846 |  0.02020130690422336  | 0.04545213807448113  |  0.02020130690422336  |  0.02020130690422336  |  0.02020130690422336  | 0.04545213807448113  |
|        Comprehensibility         |          0.5           |          0.5           |          0.5           |          0.5          |  0.43067655807339306   |  0.43067655807339306   |  0.43067655807339306   |  0.43067655807339306   |  0.43067655807339306  |  0.43067655807339306  |  0.43067655807339306   |  0.43067655807339306  |  0.43067655807339306  |          0.5          |          0.5          |          0.5          |          0.5          |          0.5          |  0.43067655807339306  |   0.3868528072345416  |  0.3868528072345416  |  0.43067655807339306  |  0.43067655807339306  |  0.43067655807339306  | 0.43067655807339306  |
|           Completeness           |   0.2727272727272727   |  0.43939393939393934   |   0.3181818181818182   |  0.39999999999999997  |  0.22727272727272727   |  0.18181818181818182   |  0.19696969696969696   |  0.13636363636363635   |   0.1212121212121212  |  0.13636363636363635  |  0.13636363636363635   |  0.13636363636363635  |  0.09090909090909091  |  0.09090909090909091  |  0.13636363636363635  |  0.08571428571428572  |  0.13636363636363635  |  0.13636363636363635  |  0.045454545454545456 |   0.0303030303030303  | 0.045454545454545456 |   0.0303030303030303  |   0.0303030303030303  |   0.0303030303030303  | 0.045454545454545456 |
|           Added Value            |   0.2851890756302521   |   0.6289390756302521   |   0.5976890756302521   |  0.06594811837778589  |   0.7226890756302521   |   0.5226890756302521   |   0.7226890756302521   |   0.472689075630252    |  0.44996180290297927  |   0.622689075630252   |   0.7226890756302521   |   0.7226890756302521  |   0.3893557422969188  |  0.18422753716871365  |   0.472689075630252   |  0.12566844919786094  |   0.622689075630252   |   0.7226890756302521  |   0.4726890756302521  |   0.3893557422969187  |  0.7226890756302521  |   0.3893557422969187  |   0.3893557422969187  |   0.3893557422969187  |  0.7226890756302521  |
|        Casual Confidence         |   0.3249393203883495   |   0.5235133495145631   |  0.48656542056074764   |  0.04812942366026289  |   0.5336322869955157   |   0.4269058295964126   |   0.5288888888888889   |   0.3949115044247787   |  0.38125750901081296  |   0.4697368421052631  |   0.519650655021834    |   0.519650655021834   |  0.34643377001455605  |  0.24410256410256412  |   0.3949115044247787  |  0.14297156587905485  |   0.4697368421052631  |   0.519650655021834   |   0.3814102564102564  |   0.3375886524822695  |  0.5063829787234042  |   0.3375886524822695  |   0.3375886524822695  |   0.3375886524822695  |  0.5063829787234042  |
|          Casual Support          |   0.7394957983193277   |   0.8319327731092437   |   0.7983193277310925   |   0.8991596638655462  |   0.7857142857142857   |   0.7605042016806723   |   0.7773109243697479   |   0.7478991596638656   |   0.7436974789915967  |   0.7563025210084033  |   0.7605042016806722   |   0.7605042016806722  |   0.7352941176470589  |   0.7184873949579832  |   0.7478991596638656  |   0.8319327731092436  |   0.7563025210084033  |   0.7605042016806722  |   0.7310924369747899  |   0.726890756302521   |  0.7352941176470588  |   0.726890756302521   |   0.726890756302521   |   0.726890756302521   |  0.7352941176470588  |
|         Certainty Factor         |   0.3946220930232558   |   0.8702761627906976   |   0.8270348837209303   |  0.06736331405112893  |          1.0           |   0.7232558139534885   |          1.0           |   0.6540697674418603   |   0.6226215644820294  |   0.8616279069767441  |          1.0           |          1.0          |   0.5387596899224807  |   0.2549194991055456  |   0.6540697674418603  |  0.14733542319749213  |   0.8616279069767441  |          1.0          |   0.6540697674418604  |   0.5387596899224806  |         1.0          |   0.5387596899224806  |   0.5387596899224806  |   0.5387596899224806  |         1.0          |
|            Conviction            |   1.651860744297719    |   7.708683473389355    |   5.781512605042017    |   1.0722288915566225  |          inf           |    3.61344537815126    |          inf           |   2.8907563025210083   |   2.6498599439775914  |   7.226890756302522   |          inf           |          inf          |   2.168067226890756   |   1.3421368547418968  |   2.8907563025210083  |   1.1727941176470589  |   7.226890756302522   |          inf          |   2.8907563025210083  |   2.1680672268907566  |         inf          |   2.1680672268907566  |   2.1680672268907566  |   2.1680672268907566  |         inf          |
|        Coverage (Support)        |  0.13445378151260504   |  0.13445378151260504   |  0.10084033613445378   |  0.09663865546218488  |  0.06302521008403361   |  0.06302521008403361   |   0.0546218487394958   |  0.05042016806722689   |  0.046218487394957986 |  0.04201680672268908  |  0.037815126050420166  |  0.037815126050420166 |  0.037815126050420166 |   0.0546218487394958  |  0.05042016806722689  |  0.046218487394957986 |  0.04201680672268908  |  0.037815126050420166 |  0.01680672268907563  |  0.012605042016806723 | 0.012605042016806723 |  0.012605042016806723 |  0.012605042016806723 |  0.012605042016806723 | 0.012605042016806723 |
| Descriptive Confirmed Confidence |         0.125          |         0.8125         |          0.75          |  -0.8260869565217392  |          1.0           |   0.6000000000000001   |          1.0           |   0.4999999999999999   |   0.4545454545454545  |   0.7999999999999999  |          1.0           |          1.0          |  0.33333333333333337  |  -0.07692307692307687 |   0.4999999999999999  |  -0.4545454545454545  |   0.7999999999999999  |          1.0          |          0.5          |   0.3333333333333333  |         1.0          |   0.3333333333333333  |   0.3333333333333333  |   0.3333333333333333  |         1.0          |
|    Difference of Proportions     |   0.3294902912621359   |   0.7266383495145631   |   0.6647196261682243   |  0.07300303336703741  |   0.7713004484304933   |   0.557847533632287    |   0.7644444444444445   |   0.4977876106194689   |   0.4717661193432118  |   0.6499999999999999  |   0.7510917030567685   |   0.7510917030567685  |   0.4046579330422126  |   0.1948717948717949  |   0.4977876106194689  |  0.13175810973167798  |   0.6499999999999999  |   0.7510917030567685  |   0.4807692307692307  |   0.3943262411347518  |  0.7319148936170212  |   0.3943262411347518  |   0.3943262411347518  |   0.3943262411347518  |  0.7319148936170212  |
|   Example and Counter Example    |  0.22222222222222218   |   0.896551724137931    |   0.8571428571428572   |   -9.500000000000002  |          1.0           |   0.7500000000000001   |          1.0           |   0.6666666666666666   |         0.625         |   0.888888888888889   |          1.0           |          1.0          |          0.5          |  -0.16666666666666663 |   0.6666666666666666  |  -1.6666666666666665  |   0.888888888888889   |          1.0          |   0.6666666666666667  |          0.5          |         1.0          |          0.5          |          0.5          |          0.5          |         1.0          |
|         Imbalance Ratio          |         0.425          |   0.4927536231884058   |   0.6086956521739131   |   0.6923076923076923  |   0.7727272727272727   |   0.7391304347826086   |   0.803030303030303    |   0.782608695652174    |   0.7971014492753623  |   0.8358208955223881  |   0.8636363636363638   |   0.8636363636363638  |   0.8260869565217391  |   0.7260273972602739  |   0.782608695652174   |   0.5581395348837208  |   0.8358208955223881  |   0.8636363636363638  |   0.9253731343283583  |   0.9402985074626866  |  0.9545454545454546  |   0.9402985074626866  |   0.9402985074626866  |   0.9402985074626866  |  0.9545454545454546  |
|  Fisher's Exact Test (p-value)   | 0.00023932401428905514 | 6.661338147750939e-16  | 1.4528600544849724e-10 |  0.07473896791991519  | 1.236485913658214e-09  | 2.0349852199119667e-05 | 2.261208220666333e-08  | 0.0006562514937845654  | 0.0019520748263726073 | 4.957672036731697e-05 | 6.388896434339486e-06  | 6.388896434339486e-06 |  0.015222903068970672 |   0.1159748721014432  | 0.0006562514937845654 |   0.2088250978839723  | 4.957672036731697e-05 | 6.388896434339486e-06 |  0.06591314510165014  |   0.1869166460834495  | 0.020625285085070333 |   0.1869166460834495  |   0.1869166460834495  |   0.1869166460834495  | 0.020625285085070333 |
|         Hyper Confidence         |   0.999760675985711    |   0.9999999999999993   |   0.999999999854714    |   0.9252610320800848  |   0.9999999987635141   |   0.9999796501478009   |   0.9999999773879178   |   0.9993437485062154   |   0.9980479251736274  |   0.9999504232796327  |   0.9999936111035657   |   0.9999936111035657  |   0.9847770969310293  |   0.8840251278985568  |   0.9993437485062154  |   0.7911749021160277  |   0.9999504232796327  |   0.9999936111035657  |   0.9340868548983499  |   0.8130833539165505  |  0.9793747149149297  |   0.8130833539165505  |   0.8130833539165505  |   0.8130833539165505  |  0.9793747149149297  |
|            Hyper Lift            |   1.3846153846153846   |   2.230769230769231    |          2.1           |          1.0          |   2.142857142857143    |   1.7142857142857142   |   2.1666666666666665   |          1.5           |   1.3333333333333333  |          1.8          |          1.8           |          1.8          |          1.2          |          1.0          |          1.5          |          0.75         |          1.8          |          1.8          |          1.0          |          1.0          |         1.5          |          1.0          |          1.0          |          1.0          |         1.5          |
|   Laplace Corrected Confidence   |   0.5135135135135135   |   0.8108108108108109   |   0.7586206896551724   |  0.10714285714285714  |          0.8           |          0.65          |   0.7777777777777778   |   0.5882352941176471   |         0.5625        |   0.6666666666666666  |   0.7142857142857143   |   0.7142857142857143  |          0.5          |   0.3888888888888889  |   0.5882352941176471  |          0.25         |   0.6666666666666666  |   0.7142857142857143  |   0.4444444444444444  |         0.375         |         0.5          |         0.375         |         0.375         |         0.375         |         0.5          |
|            Importance            |  0.10266234189714768   |   0.8750612633916999   |   0.7403626894942438   |  -0.8653014261025438  |   1.2041199826559246   |   0.5118833609788743   |   1.146128035678238    |   0.3979400086720376   |   0.3521825181113625  |   0.6989700043360187  |          1.0           |          1.0          |  0.24303804868629442  |  -0.05799194697768669 |   0.3979400086720376  |  -0.3521825181113625  |   0.6989700043360187  |          1.0          |  0.30102999566398114  |  0.17609125905568124  |  0.6020599913279623  |  0.17609125905568124  |  0.17609125905568124  |  0.17609125905568124  |  0.6020599913279623  |
|       Jaccard Coefficient        |         0.225          |   0.4202898550724638   |   0.3043478260869566   |  0.07692307692307691  |  0.22727272727272727   |  0.17391304347826086   |  0.19696969696969696   |  0.13043478260869562   |  0.11594202898550723  |   0.1343283582089552  |  0.13636363636363635   |  0.13636363636363635  |  0.08695652173913045  |   0.0821917808219178  |  0.13043478260869562  |  0.06976744186046512  |   0.1343283582089552  |  0.13636363636363635  |  0.04477611940298508  |  0.029850746268656716 | 0.045454545454545456 |  0.029850746268656716 |  0.029850746268656716 |  0.029850746268656716 | 0.045454545454545456 |
|            J-Measure             |  0.01040828493473492   |   0.0514840737452238   |  0.03442747115439977   |  0.002511683253852818 |  0.03510712320470441   |  0.016166855544192754  |  0.030426173444077154  |  0.010528630758907944  |  0.008740226159319728 |  0.015724908776196114 |  0.021064273922822643  |  0.021064273922822643 |  0.005367362777486026 | 0.0018187726997621109 |  0.010528630758907944 |  0.001054362246298997 |  0.015724908776196114 |  0.021064273922822643 | 0.0035095435863026496 |  0.001789120925828675 | 0.007021424640940882 |  0.001789120925828675 |  0.001789120925828675 |  0.001789120925828675 | 0.007021424640940882 |
|              Kappa               |  0.22743455497382184   |   0.5015706806282724   |  0.37409598948060485   |  0.11221635063724043  |   0.2983003815469998   |   0.2157474852584118   |   0.2617347535994381   |  0.15901060070671386   |  0.13962308877563143  |   0.1767652671755725  |  0.18581202736766303   |  0.18581202736766303  |  0.10010803024846997  |  0.06672129228608206  |  0.15901060070671386  |  0.06464924346630027  |   0.1767652671755725  |  0.18581202736766303  |  0.055789734688817524 |  0.03469362286284801  | 0.06439535754399105  |  0.03469362286284801  |  0.03469362286284801  |  0.03469362286284801  | 0.06439535754399105  |
|             Klosgen              |  0.07842971909973509   |  0.21954274927584946   |  0.17754011090978813   | 0.0060454540998754885 |  0.18142980794871977   |  0.11736688217332046   |  0.16890195928605475   |   0.091919645671788    |  0.08249586168825307  |   0.1210888132316354  |  0.14053492493820033   |  0.14053492493820033  |   0.0618206733104789  |  0.029251065678173465 |   0.091919645671788   |  0.014109070533112548 |   0.1210888132316354  |  0.14053492493820033  |  0.05306983217242183  |   0.0356921823772889  | 0.08113787674361382  |   0.0356921823772889  |   0.0356921823772889  |   0.0356921823772889  | 0.08113787674361382  |
|            Kulczynski            |  0.41761363636363635   |   0.6728219696969697   |   0.5965909090909091   |   0.2434782608695652  |   0.6136363636363636   |  0.49090909090909096   |   0.5984848484848485   |   0.4431818181818181   |   0.4242424242424242  |   0.5181818181818181  |   0.5681818181818181   |   0.5681818181818181  |  0.37878787878787884  |  0.27622377622377625  |   0.4431818181818181  |  0.17922077922077922  |   0.5181818181818181  |   0.5681818181818181  |   0.3977272727272727  |  0.34848484848484845  |  0.5227272727272727  |  0.34848484848484845  |  0.34848484848484845  |  0.34848484848484845  |  0.5227272727272727  |
|     Goodman-Kruskal's Lambda     |  0.21818181818181823   |  0.17703349282296652   |   0.2073732718894009   |  0.012711864406779728 |  0.22869955156950675   |  0.23893805309734512   |  0.23555555555555555   |  0.24890829694323147   |   0.2521739130434783  |  0.24890829694323147  |  0.24890829694323147   |  0.24890829694323147  |  0.25862068965517243  |  0.25862068965517243  |  0.24890829694323147  |  0.13617021276595753  |  0.24890829694323147  |  0.24890829694323147  |   0.2680851063829788  |  0.27118644067796616  |  0.2680851063829788  |  0.27118644067796616  |  0.27118644067796616  |  0.27118644067796616  |  0.2680851063829788  |
|       Least Contradiction        |  0.06060606060606059   |   0.3939393939393939   |  0.27272727272727276   |  -3.8000000000000003  |  0.22727272727272727   |  0.13636363636363638   |  0.19696969696969696   |   0.0909090909090909   |  0.07575757575757575  |   0.1212121212121212  |  0.13636363636363635   |  0.13636363636363635  |  0.045454545454545456 | -0.015151515151515147 |   0.0909090909090909  |  -0.14285714285714285 |   0.1212121212121212  |  0.13636363636363635  |  0.030303030303030307 |  0.01515151515151515  | 0.045454545454545456 |  0.01515151515151515  |  0.01515151515151515  |  0.01515151515151515  | 0.045454545454545456 |
|        Lerman Similarity         |   3.0635458567149874   |   6.756162363565742    |   5.560290084270566    |   2.182075651043323   |   5.315126805303454    |   3.8441963638357537   |   4.948113771488546    |   3.109443709628149    |   2.833925973188212   |   3.7392780256071343  |   4.117079519984182    |   4.117079519984182   |   2.2181164855728737  |   1.2613706841451122  |   3.109443709628149   |   1.0868686316477685  |   3.7392780256071343  |   4.117079519984182   |   1.7952381627838006  |   1.280630150039445   |  2.376996969137963   |   1.280630150039445   |   1.280630150039445   |   1.280630150039445   |  2.376996969137963   |
|        Piatetsky-Shapiro         |  0.03834474966457171   |   0.0845632370595297   |   0.0602711672904456   |  0.006373137490290233 |   0.0455476308170327   |  0.03294258880022598   |  0.03947461337476167   |  0.023833062636819433  |  0.02079655391568392  |  0.02616340653908622  |  0.027328578490219614  |  0.027328578490219614 |  0.014723536473412895 |  0.010062848668879316 |  0.023833062636819433 |  0.005808205635195254 |  0.02616340653908622  |  0.027328578490219614 |  0.007944354212273144 | 0.0049078454911376315 | 0.00910952616340654  | 0.0049078454911376315 | 0.0049078454911376315 | 0.0049078454911376315 | 0.00910952616340654  |
|          Max Confidence          |         0.5625         |        0.90625         |         0.875          |  0.39999999999999997  |          1.0           |          0.8           |          1.0           |   0.7499999999999999   |   0.7272727272727272  |   0.8999999999999999  |          1.0           |          1.0          |   0.6666666666666667  |  0.46153846153846156  |   0.7499999999999999  |   0.2727272727272727  |   0.8999999999999999  |          1.0          |          0.75         |   0.6666666666666666  |         1.0          |   0.6666666666666666  |   0.6666666666666666  |   0.6666666666666666  |         1.0          |
|            Odds Ratio            |   4.232142857142856    |   44.15315315315315    |   26.28888888888889    |    6.73015873015873   |          inf           |   12.518518518518519   |          inf           |   8.894736842105262    |   7.7701149425287355  |          27.0         |          inf           |          inf          |   5.633333333333334   |   2.357142857142857   |   8.894736842105262   |       2.28515625      |          27.0         |          inf          |   8.142857142857142   |        5.34375        |         inf          |        5.34375        |        5.34375        |        5.34375        |         inf          |
|   Phi Correlation Coefficient    |  0.25108168258612934   |   0.5537206535854327   |  0.44711044750407436   |  0.15040459039400497  |   0.4186831217776467   |   0.3028150020298793   |  0.38803658406442887   |  0.24330595281486284   |   0.2212584308356356  |   0.2913027529374238  |   0.3200337417701101   |   0.3200337417701101  |  0.17242127948079577  |  0.09891809164433116  |  0.24330595281486284  |  0.07810963090923684  |   0.2913027529374238  |   0.3200337417701101  |  0.13805063167843207  |   0.0982684364848875  | 0.18239752959065453  |   0.0982684364848875  |   0.0982684364848875  |   0.0982684364848875  | 0.18239752959065453  |
|          Ralambondrainy          |  0.058823529411764705  |  0.012605042016806723  |  0.012605042016806723  |  0.08823529411764706  |          0.0           |  0.012605042016806723  |          0.0           |  0.012605042016806723  |  0.012605042016806723 |  0.004201680672268907 |          0.0           |          0.0          |  0.012605042016806723 |  0.029411764705882353 |  0.012605042016806723 |  0.03361344537815126  |  0.004201680672268907 |          0.0          |  0.004201680672268907 |  0.004201680672268907 |         0.0          |  0.004201680672268907 |  0.004201680672268907 |  0.004201680672268907 |         0.0          |
| Relative Linkage Disequilibrium  |   0.9999729180771835   |   0.9999973684741449   |   0.9999963078513541   |   0.9999650842052584  |          1.0           |   0.9999932449320103   |          1.0           |   0.9999906630190195   |   0.9999892997392704  |   0.9999971648658841  |          1.0           |          1.0          |   0.9999848862691755  |   0.9999484030751767  |   0.9999906630190195  |   0.9998978419103564  |   0.9999971648658841  |          1.0          |   0.9999906630190194  |   0.9999848862691755  |         1.0          |   0.9999848862691755  |   0.9999848862691755  |   0.9999848862691755  |         1.0          |
|          Relative Risk           |       2.4140625        |   5.045608108108108    |   4.161111111111111    |   6.231884057971015   |   4.372549019607844    |   3.303703703703704    |   4.245283018867924    |   2.9736842105263155   |   2.8463949843260186  |   3.5999999999999996  |   4.017543859649122    |   4.017543859649122   |   2.5444444444444447  |   1.7307692307692308  |   2.9736842105263155  |   1.9346590909090906  |   3.5999999999999996  |   4.017543859649122   |   2.785714285714285   |   2.447916666666667   |  3.7301587301587302  |   2.447916666666667   |   2.447916666666667   |   2.447916666666667   |  3.7301587301587302  |
|        Rule Power Factor         |  0.04254201680672269   |  0.11042542016806722   |   0.0772058823529412   | 0.0007307270734380709 |  0.06302521008403361   |  0.040336134453781515  |   0.0546218487394958   |  0.028361344537815122  |  0.024446142093200916 |  0.03403361344537815  |  0.037815126050420166  |  0.037815126050420166 |  0.016806722689075633 |  0.011635423400129283 |  0.028361344537815122 |  0.003437738731856379 |  0.03403361344537815  |  0.037815126050420166 |  0.009453781512605043 | 0.0056022408963585435 | 0.012605042016806723 | 0.0056022408963585435 | 0.0056022408963585435 | 0.0056022408963585435 | 0.012605042016806723 |
|         Sebag-Schoenauer         |   1.2857142857142856   |   9.666666666666666    |          7.0           |  0.09523809523809523  |          inf           |          4.0           |          inf           |   2.9999999999999996   |   2.6666666666666665  |          9.0          |          inf           |          inf          |          2.0          |   0.8571428571428572  |   2.9999999999999996  |         0.375         |          9.0          |          inf          |          3.0          |          2.0          |         inf          |          2.0          |          2.0          |          2.0          |         inf          |
