+----------------------------------+------------------------+------------------------+-----------------------+-----------------------+------------------------+-----------------------+------------------------+------------------------+-----------------------+-----------------------+------------------------+------------------------+------------------------+------------------------+------------------------+------------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+------------------------+------------------------+-----------------------+------------------------+------------------------+-----------------------+----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+----------------------+-----------------------+------------------------+-----------------------+----------------------+
|              Metric              |           P1           |           P2           |           P3          |           P4          |           P5           |           P6          |           P7           |           P8           |           P9          |          P10          |          P11           |          P12           |          P13           |          P14           |          P15           |          P16           |          P17          |          P18          |          P19          |          P20          |          P21          |          P22          |          P23          |          P24          |          P25          |          P26          |          P27           |          P28           |          P29          |          P30           |          P31           |          P32          |         P33          |          P34          |          P35          |          P36          |          P37          |          P38          |         P39          |          P40          |          P41          |          P42          |          P43          |          P44          |          P45          |         P46          |          P47          |          P48           |          P49          |         P50          |
|  Fisher's Exact Test (p-value)   | 0.00016495666301208356 | 5.6563642658602475e-12 | 8.304135157288783e-12 |   0.8031671902229565  | 1.236485913658214e-09  |  6.02723325360266e-07 | 2.8055731626785985e-08 | 1.3703722400282281e-05 | 3.617145331225036e-05 | 0.0005535412547870155 | 7.380276915713857e-06  | 1.8380696821251874e-06 |   0.7801945122903527   |   0.8543554524135419   | 1.1581608589938952e-06 | 2.226433605967415e-05  |  0.08905190813489328  | 0.0011158278071997652 | 0.0016362198715724752 | 3.829672243604865e-05 | 6.248003155628901e-06 | 0.0007511493570420136 |   0.890990113519678   |   0.1768736132878408  |   0.1768736132878408  |   0.1512909695368514  |  0.026582098190059078  |  0.004874576378593898  | 0.0032549805471816518 | 0.0032549805471816518  | 0.0032549805471816518  | 0.0015831847307525848 | 0.010020108913302739 | 0.0007511493570420136 |  0.010020108913302739 | 0.0015831847307525848 | 0.0007511493570420136 | 0.0007511493570420136 | 0.02771325130452973  |  0.014803045750977573 | 0.0032549805471816518 | 0.0032549805471816518 |   0.1512909695368514  |  0.10152172085950606  | 0.0032549805471816518 | 0.03811189646788171  | 0.0016362198715724752 | 0.00012347763106501652 |  0.14993839419358734  | 0.004730191787534421 |
|         Hyper Confidence         |   0.9998350433369879   |   0.9999999999943436   |   0.9999999999916959  |  0.19683280977704354  |   0.9999999987635141   |   0.9999993972766746  |   0.9999999719442684   |   0.9999862962775997   |   0.9999638285466877  |   0.999446458745213   |   0.9999926197230843   |   0.9999981619303179   |  0.21980548770964725   |  0.14564454758645806   |   0.999998841839141    |   0.9999777356639403   |   0.9109480918651067  |   0.9988841721928002  |   0.9983637801284275  |   0.999961703277564   |   0.9999937519968444  |   0.999248850642958   |  0.10900988648032195  |   0.8231263867121592  |   0.8231263867121592  |   0.8487090304631486  |   0.9734179018099409   |   0.9951254236214061   |   0.9967450194528183  |   0.9967450194528183   |   0.9967450194528183   |   0.9984168152692474  |  0.9899798910866973  |   0.999248850642958   |   0.9899798910866973  |   0.9984168152692474  |   0.999248850642958   |   0.999248850642958   |  0.9722867486954703  |   0.9851969542490224  |   0.9967450194528183  |   0.9967450194528183  |   0.8487090304631486  |   0.8984782791404939  |   0.9967450194528183  |  0.9618881035321183  |   0.9983637801284275  |   0.999876522368935    |   0.8500616058064127  |  0.9952698082124656  |
|            Hyper Lift            |   1.2173913043478262   |         1.8125         |   1.8461538461538463  |   0.8095238095238095  |   2.142857142857143    |   1.6666666666666667  |   2.1666666666666665   |          1.5           |   1.5714285714285714  |          1.5          |          1.8           |          2.25          |   0.7777777777777778   |          0.75          |   1.7142857142857142   |          2.0           |          1.0          |          1.4          |          1.4          |          1.75         |   1.6666666666666667  |   1.6666666666666667  |   0.6666666666666666  |          1.0          |          1.0          |          1.0          |   1.3333333333333333   |   1.3333333333333333   |          2.0          |          2.0           |          2.0           |   1.6666666666666667  |         1.25         |   1.6666666666666667  |          1.25         |   1.6666666666666667  |   1.6666666666666667  |   1.6666666666666667  |  1.3333333333333333  |   1.3333333333333333  |          2.0          |          2.0          |          1.0          |          1.0          |          2.0          |  1.3333333333333333  |          1.4          |          1.75          |          1.0          |         1.5          |
|   Laplace Corrected Confidence   |   0.8529411764705882   |   0.8823529411764706   |   0.9615384615384616  |          0.72         |   0.9411764705882353   |   0.9411764705882353  |   0.9333333333333333   |   0.9285714285714286   |   0.9230769230769231  |   0.8333333333333334  |   0.9090909090909091   |   0.9090909090909091   |   0.7272727272727273   |   0.6666666666666666   |   0.9285714285714286   |          0.9           |   0.7692307692307693  |   0.8888888888888888  |   0.8888888888888888  |   0.8888888888888888  |   0.9166666666666666  |   0.8571428571428571  |         0.625         |          0.75         |          0.75         |   0.8333333333333334  |   0.8333333333333334   |   0.8333333333333334   |   0.8333333333333334  |   0.8333333333333334   |   0.8333333333333334   |   0.8571428571428571  |  0.8571428571428571  |   0.8571428571428571  |   0.8571428571428571  |   0.8571428571428571  |   0.8571428571428571  |   0.8571428571428571  |  0.8333333333333334  |   0.8333333333333334  |   0.8333333333333334  |   0.8333333333333334  |   0.8333333333333334  |   0.8333333333333334  |   0.8333333333333334  |  0.8333333333333334  |   0.8888888888888888  |   0.8888888888888888   |          0.75         |        0.875         |
|            Importance            |   0.7634279935629372   |   0.8750612633916999   |   1.3979400086720375  |  0.41017446508904915  |   1.2041199826559246   |   1.2041199826559246  |   1.1461280356782377   |   1.1139433523068367   |   1.0791812460476247  |   0.6989700043360187  |          1.0           |          1.0           |  0.42596873227228116   |  0.30102999566398114   |   1.1139433523068367   |   0.9542425094393249   |   0.5228787452803376  |   0.9030899869919434  |   0.9030899869919434  |   0.9030899869919434  |   1.041392685158225   |   0.7781512503836435  |  0.22184874961635637  |  0.47712125471966244  |  0.47712125471966244  |   0.6989700043360187  |   0.6989700043360187   |   0.6989700043360187   |   0.6989700043360187  |   0.6989700043360187   |   0.6989700043360187   |   0.7781512503836435  |  0.7781512503836435  |   0.7781512503836435  |   0.7781512503836435  |   0.7781512503836435  |   0.7781512503836435  |   0.7781512503836435  |  0.6989700043360187  |   0.6989700043360187  |   0.6989700043360187  |   0.6989700043360187  |   0.6989700043360187  |   0.6989700043360187  |   0.6989700043360187  |  0.6989700043360187  |   0.9030899869919434  |   0.9030899869919434   |  0.47712125471966244  |  0.8450980400142567  |
|       Jaccard Coefficient        |   0.1958041958041958   |  0.32954545454545453   |  0.26666666666666666  |  0.08808290155440414  |  0.22727272727272727   |        0.15625        |  0.19402985074626866   |  0.12371134020618557   |  0.11340206185567012  |  0.10344827586206895  |  0.13432835820895522   |  0.15517241379310345   |  0.03571428571428571   |  0.04787234042553191   |          0.15          |  0.12307692307692308   |  0.06428571428571428  |  0.07608695652173912  |  0.07216494845360824  |  0.12068965517241381  |  0.13333333333333336  |  0.08620689655172414  |  0.021052631578947368 |  0.03703703703703704  |  0.03703703703703704  |  0.026845637583892617 |  0.041237113402061855  |         0.0625         |   0.0689655172413793  |   0.0689655172413793   |   0.0689655172413793   |   0.0746268656716418  | 0.052083333333333336 |  0.08620689655172414  |  0.052083333333333336 |   0.0746268656716418  |  0.08620689655172414  |  0.08620689655172414  | 0.04081632653061224  |  0.047619047619047616 |   0.0689655172413793  |   0.0689655172413793  |  0.026845637583892617 |  0.02962962962962963  |   0.0689655172413793  | 0.03773584905660377  |  0.07216494845360824  |  0.10294117647058824   |  0.055944055944055944 | 0.06060606060606061  |
|            J-Measure             |  0.011879718390590412  |  0.03873674741442361   |   0.042588347658876   | 0.0002577335374771275 |  0.03510712320470441   |  0.02485120109350484  |  0.03006944540598282   |  0.019654044846568092  |  0.01801620777602075  |  0.011603455909168742 |  0.020817308357988108  |  0.023186305342193996  | 7.243209032977674e-05  | 0.00041060489762121083 |  0.02387329260829756   |  0.018946675644156516  | 0.0025981419729071984 |  0.012140856756204606 |  0.011464859493831386 |  0.018033793043928666 |  0.021072087969109744 |  0.012881280745663333 | 0.0004465663485305241 | 0.0018186845823297713 | 0.0018186845823297713 | 0.0034183309015838295 |  0.006551348282189363  |  0.00958650391718697   |  0.010305024596530665 |  0.010305024596530665  |  0.010305024596530665  |  0.011565171309993395 | 0.008283733697834948 |  0.012881280745663333 |  0.008283733697834948 |  0.011565171309993395 |  0.012881280745663333 |  0.012881280745663333 | 0.006476485401075918 | 0.0076016415293215156 |  0.010305024596530665 |  0.010305024596530665 | 0.0034183309015838295 | 0.0041385409842269886 |  0.010305024596530665 | 0.005903715828432633 |  0.011464859493831386 |  0.01600200130441987   | 0.0017867776808953846 | 0.009603573843503244 |
|              Kappa               |  0.13936230425759397   |   0.3732928679817907   |  0.31141504471330855  | -0.012325390304026388 |   0.2983003815469998   |   0.1809839408615857  |   0.2570239334027058   |  0.14330481917506563   |  0.13160797624098416  |   0.1213555471412343  |  0.18232436915057448   |  0.21742048047241946   | -0.003569675605729299  | -0.011875920383829713  |  0.18982779335202277   |   0.1694624709195538   |  0.038487633380620535 |   0.0917661847894405  |   0.0843806104129262  |   0.1719197707736387  |  0.17405232247730903  |  0.12487859025947015  |  -0.00801530194006742 |  0.024344096871846622 |  0.024344096871846622 |  0.020214638578161383 |   0.0484911013670367   |  0.08882082695252644   |  0.10075566750629787  |  0.10075566750629787   |  0.10075566750629787   |  0.10385035831410197  | 0.06153046191177769  |  0.12487859025947015  |  0.06153046191177769  |  0.10385035831410197  |  0.12487859025947015  |  0.12487859025947015  |  0.0476758045292017  |  0.060773480662983936 |  0.10075566750629787  |  0.10075566750629787  |  0.020214638578161383 |   0.0257483907255797  |  0.10075566750629787  | 0.04168640454760799  |   0.0843806104129262  |  0.14084507042253544   |  0.029832719367111567 | 0.07007814469372375  |
|             Klosgen              |   0.0998006472362919   |  0.19167594519240133   |  0.19747035215721315  | -0.012450057853063258 |  0.18142980794871977   |  0.14978507400417562  |   0.1679199711506707   |  0.13302837931220404   |  0.12736497645439662  |  0.10474754288998418  |  0.13971786142111778   |   0.1470714330748608   | -0.006405175915686601  | -0.015712759943895396  |  0.14906726192431374   |  0.13326793276124418   |  0.04634978496904703  |   0.1052050144151525  |  0.10160210296257877  |  0.12970481229265374  |   0.1403854727474773  |  0.10962057396789991  |  -0.01597813100072562 |  0.03917920514037905  |  0.03917920514037905  |  0.048479102013565235 |  0.07680397060576066   |  0.09477936798157699   |  0.09804762204990722  |  0.09804762204990722   |  0.09804762204990722   |  0.10413954526950493  | 0.08647845279689882  |  0.10962057396789991  |  0.08647845279689882  |  0.10413954526950493  |  0.10962057396789991  |  0.10962057396789991  | 0.07625926159437228  |   0.0838851877538095  |  0.09804762204990722  |  0.09804762204990722  |  0.048479102013565235 |  0.05610502817300247  |  0.09804762204990722  | 0.07190158950326529  |  0.10160210296257877  |  0.12249898938750632   |  0.03805454264974254  | 0.09273100996571833  |
|            Kulczynski            |   0.5382194244604317   |   0.6237132352941177   |   0.6333333333333333  |   0.4150197628458498  |   0.6136363636363636   |        0.578125       |   0.5970149253731343   |   0.5618556701030928   |   0.5567010309278351  |   0.5023255813953488  |   0.5671641791044776   |   0.5775862068965517   |  0.40693012600229095   |   0.3706103678929766   |         0.575          |   0.5615384615384615   |  0.44169960474308295  |   0.5380434782608695  |   0.5360824742268041  |   0.5603448275862069  |   0.5666666666666667  |   0.5431034482758621  |  0.34397163120567376  |  0.43532338308457713  |  0.43532338308457713  |   0.5134228187919463  |   0.520618556701031    |        0.53125         |   0.5344827586206896  |   0.5344827586206896   |   0.5344827586206896   |   0.5373134328358209  |  0.5260416666666666  |   0.5431034482758621  |   0.5260416666666666  |   0.5373134328358209  |   0.5431034482758621  |   0.5431034482758621  |  0.5204081632653061  |   0.5238095238095238  |   0.5344827586206896  |   0.5344827586206896  |   0.5134228187919463  |   0.5148148148148148  |   0.5344827586206896  |  0.5188679245283019  |   0.5360824742268041  |   0.5514705882352942   |   0.4283687943262411  |  0.5303030303030303  |
|     Goodman-Kruskal's Lambda     |   0.5285714285714286   |   0.2679425837320575   |  0.30841121495327106  |   0.7692307692307693  |  0.22869955156950675   |   0.3632286995515695  |  0.23999999999999996   |  0.37610619469026546   |  0.37885462555066074  |   0.3362445414847162  |   0.2532751091703057   |   0.2139737991266376   |   0.8095238095238095   |   0.7641921397379913   |   0.3008849557522124   |  0.24782608695652167   |   0.5633187772925765  |  0.36796536796536794  |  0.38961038961038963  |   0.2207792207792208  |   0.2850877192982456  |  0.22746781115879827  |   0.7863247863247863  |   0.5536480686695279  |   0.5536480686695279  |   0.6196581196581197  |   0.3974358974358974   |   0.2564102564102563   |  0.23076923076923075  |  0.23076923076923075   |  0.23076923076923075   |  0.26609442060085836  |  0.3905579399141631  |  0.22746781115879827  |   0.3905579399141631  |  0.26609442060085836  |  0.22746781115879827  |  0.22746781115879827  | 0.40170940170940167  |  0.34188034188034194  |  0.23076923076923075  |  0.23076923076923075  |   0.6196581196581197  |   0.5598290598290598  |  0.23076923076923075  | 0.43589743589743585  |  0.38961038961038963  |  0.26406926406926406   |   0.5782608695652174  |  0.4008620689655173  |
|       Least Contradiction        |   0.1726618705035971   |  0.30588235294117644   |  0.26666666666666666  |   0.0588235294117647  |  0.22727272727272727   |        0.15625        |  0.19402985074626866   |  0.12371134020618557   |  0.11340206185567012  |  0.09302325581395349  |  0.13432835820895522   |  0.15517241379310345   |  0.025773195876288662  |  0.027173913043478257  |          0.15          |  0.12307692307692308   |  0.05072463768115942  |  0.07608695652173912  |  0.07216494845360824  |   0.1206896551724138  |  0.13333333333333336  |  0.08620689655172414  |  0.010638297872340425 |  0.029850746268656723 |  0.029850746268656723 |  0.026845637583892617 |  0.041237113402061855  |         0.0625         |  0.06896551724137931  |  0.06896551724137931   |  0.06896551724137931   |   0.0746268656716418  | 0.052083333333333336 |  0.08620689655172414  |  0.052083333333333336 |   0.0746268656716418  |  0.08620689655172414  |  0.08620689655172414  | 0.04081632653061224  |  0.047619047619047616 |  0.06896551724137931  |  0.06896551724137931  |  0.026845637583892617 |  0.02962962962962963  |  0.06896551724137931  | 0.03773584905660377  |  0.07216494845360824  |  0.10294117647058824   |   0.0425531914893617  | 0.06060606060606061  |
|        Lerman Similarity         |   2.153767842183062    |   5.197698666580377    |    4.95401825983388   |  -0.25203855476623144 |   5.315126805303454    |   3.6383952737528706  |    4.88249611808941    |   3.214662543968367    |   3.077805061884266   |   2.8336768425349255  |   4.062482332159673    |   4.596119210125319    |  -0.12410217380551276  |  -0.3313377680890153   |   3.9665619175021276   |   3.9341049352918294   |   1.0381502798666506  |   2.610474670460353   |   2.4552390735790577  |   4.053396141999405   |    3.85805570689888   |   3.4257449955109514  |  -0.33967973613688346 |   0.8824107733601243  |   0.8824107733601243  |   0.9452319427731545  |   1.855986285113944    |   2.819686197451915    |    3.06407947341688   |    3.06407947341688    |    3.06407947341688    |   3.0279955507003025  |  2.1006284907194823  |   3.4257449955109514  |   2.1006284907194823  |   3.0279955507003025  |   3.4257449955109514  |   3.4257449955109514  |  1.8333969940564228  |   2.178324594548683   |    3.06407947341688   |    3.06407947341688   |   0.9452319427731545  |   1.149242974691193   |    3.06407947341688   |  1.6621205372997816  |   2.4552390735790577  |   3.5355339059327373   |   0.8527641100162362  |  2.2181164855728737  |
|        Piatetsky-Shapiro         |  0.039121530965327306  |  0.07382953181272509   |  0.06270743591554269  | -0.004501800720288121 |   0.0455476308170327   |  0.03760327660475955  |  0.03924510980862933   |  0.029870771838147025  |  0.027381540851634772 |   0.0226325824447426  |  0.027169691405974153  |  0.028599675164183318  | -0.0014123296377374465 | -0.004413530117929526  |  0.03347221241437752   |  0.024433302732857848  |  0.011016171174352087 |  0.018042511122095897 |  0.017424616905585763 |  0.022244191794364807 |  0.028776216368900504 |  0.01588870842454629  | -0.003107125203022386 |  0.006814490502083187 |  0.006814490502083187 |  0.006284866887931643 |  0.009956923946049008  |  0.012287267848315797  |  0.012710966739637031 |  0.012710966739637031  |  0.012710966739637031  |  0.015094273003318975 | 0.012534425534919852 |  0.01588870842454629  |  0.012534425534919852 |  0.015094273003318975 |  0.01588870842454629  |  0.01588870842454629  | 0.009886307464162136 |  0.010874938210578347 |  0.012710966739637031 |  0.012710966739637031 |  0.006284866887931643 | 0.0072734976343478575 |  0.012710966739637031 | 0.009321375609067154 |  0.017424616905585763 |  0.02100840336134454   |  0.008721135513028739 | 0.014723536473412895 |
|          Max Confidence          |         0.875          |        0.90625         |          1.0          |   0.7391304347826086  |          1.0           |          1.0          |          1.0           |          1.0           |          1.0          |   0.8999999999999999  |          1.0           |          1.0           |   0.7777777777777778   |   0.6923076923076923   |          1.0           |          1.0           |   0.8181818181818181  |          1.0          |          1.0          |          1.0          |          1.0          |          1.0          |   0.6666666666666666  |   0.8333333333333334  |   0.8333333333333334  |          1.0          |          1.0           |          1.0           |          1.0          |          1.0           |          1.0           |          1.0          |         1.0          |          1.0          |          1.0          |          1.0          |          1.0          |          1.0          |         1.0          |          1.0          |          1.0          |          1.0          |          1.0          |          1.0          |          1.0          |         1.0          |          1.0          |          1.0           |   0.7999999999999999  |         1.0          |
|            Odds Ratio            |   5.9909909909909915   |   25.892857142857142   |          inf          |   0.7499999999999998  |          inf           |          inf          |          inf           |          inf           |          inf          |   17.649350649350648  |          inf           |          inf           |   0.7860962566844921   |   0.6428571428571428   |          inf           |          inf           |   3.4186046511627906  |          inf          |          inf          |          inf          |          inf          |          inf          |   0.5217391304347826  |   3.9922480620155048  |   3.9922480620155048  |          inf          |          inf           |          inf           |          inf          |          inf           |          inf           |          inf          |         inf          |          inf          |          inf          |          inf          |          inf          |          inf          |         inf          |          inf          |          inf          |          inf          |          inf          |          inf          |          inf          |         inf          |          inf          |          inf           |   2.857142857142857   |         inf          |
|   Phi Correlation Coefficient    |  0.23266773352203668   |   0.4516689654702125   |  0.42944577773272036  |  0.03713223934566055  |   0.4186831217776467   |  0.31542909773048405  |  0.38400870636896267   |   0.2778178158455722   |   0.2654037795033585  |  0.23482783929986883  |   0.3167117437338157   |   0.3492414392567732   |  0.01907320988665899   |  0.046373650228762345  |  0.32383214268686816   |   0.3042618129771142   |  0.10630061455302332  |  0.21929339152799937  |   0.2098779044358511  |  0.30666575802872975  |   0.3087420240700974  |  0.25806511288105277  |  0.04865518445973119  |  0.08763924312024805  |  0.08763924312024805  |   0.1010471190961641  |  0.15763249737743654   |  0.21557912462564408   |  0.23032671985243935  |  0.23032671985243935   |  0.23032671985243935   |   0.234027932284777   |  0.1781622124997442  |  0.25806511288105277  |   0.1781622124997442  |   0.234027932284777   |  0.25806511288105277  |  0.25806511288105277  |  0.1562690769794985  |  0.17702833484793143  |  0.23032671985243935  |  0.23032671985243935  |   0.1010471190961641  |  0.11420202244702508  |  0.23032671985243935  | 0.14590027145765533  |   0.2098779044358511  |  0.27524094128159016   |  0.08846349674384224  | 0.19055547685560137  |
|          Ralambondrainy          |  0.01680672268907563   |  0.012605042016806723  |          0.0          |  0.025210084033613446 |          0.0           |          0.0          |          0.0           |          0.0           |          0.0          |  0.004201680672268907 |          0.0           |          0.0           |  0.008403361344537815  |  0.01680672268907563   |          0.0           |          0.0           |  0.008403361344537815 |          0.0          |          0.0          |          0.0          |          0.0          |          0.0          |  0.008403361344537815 |  0.004201680672268907 |  0.004201680672268907 |          0.0          |          0.0           |          0.0           |          0.0          |          0.0           |          0.0           |          0.0          |         0.0          |          0.0          |          0.0          |          0.0          |          0.0          |          0.0          |         0.0          |          0.0          |          0.0          |          0.0          |          0.0          |          0.0          |          0.0          |         0.0          |          0.0          |          0.0           |  0.008403361344537815 |         0.0          |
| Relative Linkage Disequilibrium  |   0.9999924157963793   |   0.9999969858909555   |          1.0          |   0.9997199663959675  |          1.0           |          1.0          |          1.0           |          1.0           |          1.0          |   0.9999967225687196  |          1.0           |          1.0           |   0.9996324880558618   |   0.9998487623720782   |          1.0           |          1.0           |   0.999986533256124   |          1.0          |          1.0          |          1.0          |          1.0          |          1.0          |   0.9999045163754416  |   0.9999891149353971  |   0.9999891149353971  |          1.0          |          1.0           |          1.0           |          1.0          |          1.0           |          1.0           |          1.0          |         1.0          |          1.0          |          1.0          |          1.0          |          1.0          |          1.0          |         1.0          |          1.0          |          1.0          |          1.0          |          1.0          |          1.0          |          1.0          |         1.0          |          1.0          |          1.0           |   0.9999829894364399  |         1.0          |
|          Relative Risk           |   1.6238738738738738   |   3.333705357142857    |   3.242424242424242   |   0.9347826086956521  |   4.372549019607844    |   2.7530864197530867  |   4.166666666666666    |   2.6588235294117646   |    2.63953488372093   |   2.6649350649350647  |   3.9482758620689657   |   4.673469387755103    |   0.952465834818776    |    0.89010989010989    |   3.3235294117647056   |   4.035087719298246    |   1.4397463002114164  |   2.717647058823529   |   2.5666666666666664  |   4.529411764705882   |   3.5076923076923086  |   4.396226415094339   |   0.8405797101449275  |   1.4987080103359174  |   1.4987080103359174  |   1.6137931034482758  |   2.5161290322580645   |   3.8999999999999995   |   4.333333333333333   |   4.333333333333333    |   4.333333333333333    |   3.7580645161290316  |  2.5604395604395602  |   4.396226415094339   |   2.5604395604395602  |   3.7580645161290316  |   4.396226415094339   |   4.396226415094339   |  2.4893617021276593  |   2.9249999999999994  |   4.333333333333333   |   4.333333333333333   |   1.6137931034482758  |   1.7862595419847325  |   4.333333333333333   |  2.2941176470588234  |   2.5666666666666664  |   3.7868852459016393   |   1.3714285714285712  |  2.4946236559139785  |
|        Rule Power Factor         |  0.10294117647058824   |  0.11042542016806722   |  0.10084033613445378  |  0.05279503105590062  |  0.06302521008403361   |  0.06302521008403361  |   0.0546218487394958   |  0.05042016806722689   |  0.046218487394957986 |  0.03403361344537815  |  0.037815126050420166  |  0.037815126050420166  |  0.022875816993464054  |  0.026179702650290883  |  0.05042016806722689   |  0.03361344537815126   |  0.030939648586707405 |  0.029411764705882353 |  0.029411764705882353 |  0.029411764705882353 |  0.04201680672268908  |  0.02100840336134454  |  0.011204481792717087 |  0.01750700280112045  |  0.01750700280112045  |  0.01680672268907563  |  0.01680672268907563   |  0.01680672268907563   |  0.01680672268907563  |  0.01680672268907563   |  0.01680672268907563   |  0.02100840336134454  | 0.02100840336134454  |  0.02100840336134454  |  0.02100840336134454  |  0.02100840336134454  |  0.02100840336134454  |  0.02100840336134454  | 0.01680672268907563  |  0.01680672268907563  |  0.01680672268907563  |  0.01680672268907563  |  0.01680672268907563  |  0.01680672268907563  |  0.01680672268907563  | 0.01680672268907563  |  0.029411764705882353 |  0.029411764705882353  |  0.026890756302521007 | 0.025210084033613446 |
|         Sebag-Schoenauer         |          7.0           |   9.666666666666666    |          inf          |   2.833333333333333   |          inf           |          inf          |          inf           |          inf           |          inf          |          9.0          |          inf           |          inf           |          3.5           |          2.25          |          inf           |          inf           |          4.5          |          inf          |          inf          |          inf          |          inf          |          inf          |          2.0          |   5.000000000000001   |   5.000000000000001   |          inf          |          inf           |          inf           |          inf          |          inf           |          inf           |          inf          |         inf          |          inf          |          inf          |          inf          |          inf          |          inf          |         inf          |          inf          |          inf          |          inf          |          inf          |          inf          |          inf          |         inf          |          inf          |          inf           |          4.0          |         inf          |
|              Yule Q              |   0.7139175257731959   |   0.9256308100929613   |          1.0          |   -0.142857142857143  |          1.0           |          1.0          |          1.0           |          1.0           |          1.0          |   0.8927576601671308  |          1.0           |          1.0           |  -0.11976047904191606  |  -0.21739130434782614  |          1.0           |          1.0           |   0.5473684210526315  |          1.0          |          1.0          |          1.0          |          1.0          |          1.0          |  -0.31428571428571433 |   0.5993788819875777  |   0.5993788819875777  |          1.0          |          1.0           |          1.0           |          1.0          |          1.0           |          1.0           |          1.0          |         1.0          |          1.0          |          1.0          |          1.0          |          1.0          |          1.0          |         1.0          |          1.0          |          1.0          |          1.0          |          1.0          |          1.0          |          1.0          |         1.0          |          1.0          |          1.0           |  0.48148148148148157  |         1.0          |
|              Yule Y              |   0.4198947269929811   |   0.6715119986004302   |          1.0          |  -0.0717967697244909  |          1.0           |          1.0          |          1.0           |          1.0           |          1.0          |   0.6154669221063644  |          1.0           |          1.0           |  -0.06009650237109204  |  -0.11001113587127036  |          1.0           |          1.0           |  0.29798621459223407  |          1.0          |          1.0          |          1.0          |          1.0          |          1.0          |  -0.16122768621160918 |   0.3329021825986612  |   0.3329021825986612  |          1.0          |          1.0           |          1.0           |          1.0          |          1.0           |          1.0           |          1.0          |         1.0          |          1.0          |          1.0          |          1.0          |          1.0          |          1.0          |         1.0          |          1.0          |          1.0          |          1.0          |          1.0          |          1.0          |          1.0          |         1.0          |          1.0          |          1.0           |  0.25659083596934895  |         1.0          |
|         Weighted Support         |  0.13445378151260504   |  0.13445378151260504   |  0.10084033613445378  |  0.09663865546218488  |  0.06302521008403361   |  0.06302521008403361  |   0.0546218487394958   |  0.05042016806722689   |  0.046218487394957986 |  0.04201680672268908  |  0.037815126050420166  |  0.037815126050420166  |  0.037815126050420166  |   0.0546218487394958   |  0.05042016806722689   |  0.03361344537815126   |  0.046218487394957986 |  0.029411764705882353 |  0.029411764705882353 |  0.029411764705882353 |  0.04201680672268908  |  0.02100840336134454  |  0.025210084033613446 |  0.025210084033613446 |  0.025210084033613446 |  0.01680672268907563  |  0.01680672268907563   |  0.01680672268907563   |  0.01680672268907563  |  0.01680672268907563   |  0.01680672268907563   |  0.02100840336134454  | 0.02100840336134454  |  0.02100840336134454  |  0.02100840336134454  |  0.02100840336134454  |  0.02100840336134454  |  0.02100840336134454  | 0.01680672268907563  |  0.01680672268907563  |  0.01680672268907563  |  0.01680672268907563  |  0.01680672268907563  |  0.01680672268907563  |  0.01680672268907563  | 0.01680672268907563  |  0.029411764705882353 |  0.029411764705882353  |  0.04201680672268908  | 0.025210084033613446 |
|      Weighted Rule Support       |  0.11764705882352941   |  0.12184873949579832   |  0.10084033613445378  |  0.07142857142857142  |  0.06302521008403361   |  0.06302521008403361  |   0.0546218487394958   |  0.05042016806722689   |  0.046218487394957986 |  0.037815126050420166 |  0.037815126050420166  |  0.037815126050420166  |  0.029411764705882353  |  0.037815126050420166  |  0.05042016806722689   |  0.03361344537815126   |  0.037815126050420166 |  0.029411764705882353 |  0.029411764705882353 |  0.029411764705882353 |  0.04201680672268908  |  0.02100840336134454  |  0.01680672268907563  |  0.02100840336134454  |  0.02100840336134454  |  0.01680672268907563  |  0.01680672268907563   |  0.01680672268907563   |  0.01680672268907563  |  0.01680672268907563   |  0.01680672268907563   |  0.02100840336134454  | 0.02100840336134454  |  0.02100840336134454  |  0.02100840336134454  |  0.02100840336134454  |  0.02100840336134454  |  0.02100840336134454  | 0.01680672268907563  |  0.01680672268907563  |  0.01680672268907563  |  0.01680672268907563  |  0.01680672268907563  |  0.01680672268907563  |  0.01680672268907563  | 0.01680672268907563  |  0.029411764705882353 |  0.029411764705882353  |  0.03361344537815126  | 0.025210084033613446 |
|       Weighted Confidence        |         0.875          |        0.90625         |          1.0          |   0.7391304347826086  |          1.0           |          1.0          |          1.0           |          1.0           |          1.0          |   0.8999999999999999  |          1.0           |          1.0           |   0.7777777777777778   |   0.6923076923076923   |          1.0           |          1.0           |   0.8181818181818181  |          1.0          |          1.0          |          1.0          |          1.0          |          1.0          |   0.6666666666666666  |   0.8333333333333334  |   0.8333333333333334  |          1.0          |          1.0           |          1.0           |          1.0          |          1.0           |          1.0           |          1.0          |         1.0          |          1.0          |          1.0          |          1.0          |          1.0          |          1.0          |         1.0          |          1.0          |          1.0          |          1.0          |          1.0          |          1.0          |          1.0          |         1.0          |          1.0          |          1.0           |   0.7999999999999999  |         1.0          |
